external_exercise_id,ymove_title,proposed_italian_name,approved_italian_name,researched_italian_name,translation_status,semantic_review_status,research_status,source_confidence
d18679b0-3ce0-409b-9955-584976544f45,Close Grip Incline Dumbbell Press,Close Grip inclinato con manubri Press,NULL,NULL,generated,NULL,NULL,NULL
10a31695-e218-4819-b7d3-b67b1b5ac79d,Close Grip Lat Pulldown,Close Grip Lat Pulldown,NULL,NULL,review_required,NULL,NULL,NULL
1e99855d-fbf5-433e-9273-6f4e318a6ffe,Close Grip Lat Pulldown,Close Grip Lat Pulldown,NULL,NULL,review_required,NULL,NULL,NULL
5ce18079-7df5-48e0-828e-63005b8eb3d1,Close Grip Lat Pulldown to Waist,Close Grip Lat Pulldown to Waist,NULL,NULL,review_required,NULL,NULL,NULL
10d2c91e-60e8-416d-8c91-def45954009c,Close Grip Plate Press,Close Grip Plate Press,NULL,NULL,review_required,NULL,NULL,NULL
bb30b96e-da77-44d7-aabe-d02a7bdcaa23,Cobbler's pose,Cobbler's pose,NULL,NULL,review_required,NULL,NULL,NULL
1e381fba-eedc-410c-ba1f-1c9c255f4d0f,Cobra pose,Cobra pose,NULL,NULL,review_required,NULL,NULL,NULL
22880d49-67f2-4f14-9510-046c32da166b,Concentration Curl,Concentration Curl,NULL,NULL,review_required,NULL,NULL,NULL
372da9df-3ee6-450c-ae97-743968d27d71,Concentration Hammer Curl,Concentration Hammer Curl,NULL,NULL,review_required,NULL,NULL,NULL
658fa4e6-8b1d-48f4-b97d-7c576783ad73,Corpse pose,Corpse pose,NULL,NULL,review_required,NULL,NULL,NULL
513d039d-e6d0-459e-9ae7-4847a586871b,Cow face pose (left),Cow face pose (left),NULL,NULL,review_required,NULL,NULL,NULL
4d433881-e521-45e3-a36e-8672953714c0,Cow face pose (right),Cow face pose (right),NULL,NULL,review_required,NULL,NULL,NULL
3d8fe08e-93ba-49ac-b5f9-92dbac0d39b2,Cow pose,Cow pose,NULL,NULL,review_required,NULL,NULL,NULL
fd93f455-3544-4c89-afa2-bcdf980aa53d,Crab hold to to taps,Crab hold to to taps,NULL,NULL,review_required,NULL,NULL,NULL
1abe4475-eab9-4532-a583-68cc06681462,Crab hold toe tap,Crab hold toe tap,NULL,NULL,review_required,NULL,NULL,NULL
d7078f6a-a0eb-47e6-9396-98b250afff34,Crab Walk,Crab Walk,NULL,NULL,review_required,NULL,NULL,NULL
85a71ed6-caf0-4b0c-aa70-0419d8f81157,Crab walk to squat,Crab walk to squat,NULL,NULL,review_required,NULL,NULL,NULL
10be21b8-de6f-4c33-9101-eadca351e663,Crab walks into squats,Crab walks into squats,NULL,NULL,review_required,NULL,NULL,NULL
8dcf57f2-24d8-4f4d-802c-2eacbe9d578f,Crescent lunge (left),Crescent lunge (left),NULL,NULL,review_required,NULL,NULL,NULL
db4a932d-2e11-4809-843e-cb3c1df4535b,Crescent lunge (right),Crescent lunge (right),NULL,NULL,review_required,NULL,NULL,NULL
0e43c62b-bcf6-4115-8fa4-3049a4d8f24a,Criss-cross jumping jacks,Criss-cross jumping jacks,NULL,NULL,review_required,NULL,NULL,NULL
b8fb88dc-d819-4e65-86c8-7ea13703afdb,Cross Body Hammer Curl,Cross Body Hammer Curl,NULL,NULL,review_required,NULL,NULL,NULL
6362bdab-a7d7-49e8-85ab-fe1eb610cb4e,Cross body pulls to hamstring kicks,Cross body pulls to hamstring kicks,NULL,NULL,review_required,NULL,NULL,NULL
068d316f-52b0-4438-a7c9-ee21ceca2c2f,Crunches,Crunches,NULL,NULL,review_required,NULL,NULL,NULL
5f84b3d2-daff-4fc1-bb8c-c9524689af7d,Cuads Belt Squat Machine,Cuads Belt Squat alla macchina,NULL,NULL,generated,NULL,NULL,NULL
b3d44ba8-5fdd-4a7e-ace2-1b12d5901b0b,Cuban Press,Cuban Press,NULL,NULL,review_required,NULL,NULL,NULL
ea1016da-2d73-4ff8-ad2a-9b36150d2f85,Dead Bug,Dead Bug,NULL,NULL,review_required,NULL,NULL,NULL
7c9e7503-35f4-4dd3-a515-3b7ad96e21da,Dead Bug with Dumbbells,Dead Bug with Dumbbells,NULL,NULL,review_required,NULL,NULL,NULL
8f2f2d63-4e39-408b-b450-f88c27d8ae1a,Deadlift with Kettlebell,Deadlift with Kettlebell,NULL,NULL,review_required,NULL,NULL,NULL
f67b5c4a-a959-4b13-933e-633d4faeab95,Deadstop push up,Deadstop push up,NULL,NULL,review_required,NULL,NULL,NULL
e8a79472-7809-42d4-89cc-c3c351d86982,Deadstop push up into superman crunches,Deadstop push up into superman crunches,NULL,NULL,review_required,NULL,NULL,NULL
76741ca2-8960-4323-a495-c595291e3c56,Deadstop push ups,Deadstop push ups,NULL,NULL,review_required,NULL,NULL,NULL
b9e7733d-fbba-413a-98d9-71803ae1edb4,Deadstop pushup to superman crunch,Deadstop pushup to superman crunch,NULL,NULL,review_required,NULL,NULL,NULL
8796655f-6390-4ae1-a143-1fe6cde817cb,Decline Chest Press Machine,Declinato Chest Press alla macchina,NULL,NULL,generated,NULL,NULL,NULL
4c5c90fd-01a3-45f6-a952-712743be9c81,Decline Close Grip Dumbbell Press,Declinato Close Grip con manubri Press,NULL,NULL,generated,NULL,NULL,NULL
426861d9-64ac-40f6-bf3e-f7ebc05ba6af,Decline Push Up,Declinato Push Up,NULL,NULL,generated,NULL,NULL,NULL
8bbcc469-9283-4776-a12c-882060dd396c,Declined Push up - 56,Declined Push up - 56,NULL,NULL,review_required,NULL,NULL,NULL
ffef6f38-6074-43b9-9256-2edc78dcf698,Deficit Calf Raise,Deficit Calf Alzata,NULL,NULL,generated,NULL,NULL,NULL
9d5a2722-801b-4741-8d9b-11e9a3a4ae2d,Devil press,Devil press,NULL,NULL,review_required,NULL,NULL,NULL
2930d41f-177c-4f36-bd91-4867afb85a3b,Dips,Dips,NULL,NULL,review_required,NULL,NULL,NULL
60ec7728-577b-4dea-a5e9-4b8ac16b6038,Dips - Triceps Version,Dips - Triceps Version,NULL,NULL,review_required,NULL,NULL,NULL
fcc15585-b472-487f-8367-7459ee909832,Dips on bench,Dips on bench,NULL,NULL,review_required,NULL,NULL,NULL
3add251e-6e58-4f80-902c-ab32e0b61966,Dips on bench 2,Dips on bench 2,NULL,NULL,review_required,NULL,NULL,NULL
95640151-0b58-4872-94de-a14680227a66,Dips parallel bars,Dips parallel bars,NULL,NULL,review_required,NULL,NULL,NULL
b219f35b-9bca-4eb5-a010-e0ded6208942,Dive bombers,Dive bombers,NULL,NULL,review_required,NULL,NULL,NULL
fbffd9c1-bffd-4fb0-ae4c-258834c5fcd2,Donkey Kick with Dumbbell,Donkey Kick with con manubri,NULL,NULL,generated,NULL,NULL,NULL
45c93c0a-c64e-4f27-a694-ab9fb396cd46,DOT Drill,DOT Drill,NULL,NULL,review_required,NULL,NULL,NULL
03be228e-9483-470b-ad6c-cdf3d43f7415,Double Box Single Leg Lateral Hop,Double Box Single Leg Lateral Hop,NULL,NULL,review_required,NULL,NULL,NULL
e3c47861-bcfa-41cf-a191-3524d8679a1c,Downward dog,Downward dog,NULL,NULL,review_required,NULL,NULL,NULL
4eaaeaca-6966-4b55-94a0-4a34520bb5b9,Downward facing dog split (left),Downward facing dog split (left),NULL,NULL,review_required,NULL,NULL,NULL
dee6b124-faf4-4d03-a659-e49456892af1,Downward facing dog split (right),Downward facing dog split (right),NULL,NULL,review_required,NULL,NULL,NULL
cfa3229b-10a2-42cd-bdf0-4fa80ce51fd3,Drop dead push up into knee in,Drop dead push up into knee in,NULL,NULL,review_required,NULL,NULL,NULL
eda711dc-d4c5-49e6-b323-d8180e41a871,Dumbbel calf raises,Dumbbel calf raises,NULL,NULL,review_required,NULL,NULL,NULL
383d7e55-3ec7-4908-8298-96bc42aeebe9,Dumbbell Arnold Press,Con manubri Arnold Press,NULL,NULL,generated,NULL,NULL,NULL
a0395420-b67f-4ddd-965d-30d4a489f489,Dumbbell Bench Press,Con manubri Panca press,NULL,NULL,generated,NULL,NULL,NULL
9eb19f30-37d0-4aca-9e2d-c90a65f7b07b,Dumbbell Bench Press incline,Con manubri Panca press inclinato,NULL,NULL,generated,NULL,NULL,NULL
57c79553-d2e3-41e9-97d5-3fe8c0d59fe9,Dumbbell Bicep Curl seated incline,Con manubri Bicep Curl seduto inclinato,NULL,NULL,generated,NULL,NULL,NULL
f34b7615-bfcc-4cd4-88f7-d7c68e910fe9,Dumbbell Bicep Curl Standing,Con manubri Bicep Curl in piedi,NULL,NULL,generated,NULL,NULL,NULL
a921697a-e1ec-4941-bffd-f99e69b305b4,Dumbbell Concentration Curl,Con manubri Concentration Curl,NULL,NULL,generated,NULL,NULL,NULL
bbac448a-df15-415e-a391-8b1d400df2bf,Dumbbell deadlift,Con manubri deadlift,NULL,NULL,generated,NULL,NULL,NULL
097903be-beaa-4283-9493-19eb90b59762,Dumbbell deltoid fly,Con manubri deltoid fly,NULL,NULL,generated,NULL,NULL,NULL
4426c121-33b6-42c1-aa78-8d295d8fd687,Dumbbell Discus,Con manubri Discus,NULL,NULL,generated,NULL,NULL,NULL
a46c036e-f0f6-4c03-8216-cc80da58ee3d,Dumbbell Discus (L),Con manubri Discus (L),NULL,NULL,generated,NULL,NULL,NULL
f49f3159-4eed-4d0d-a640-497886c309b0,Dumbbell double snatch,Con manubri double snatch,NULL,NULL,generated,NULL,NULL,NULL
3433c651-a0f5-40cb-bdd8-3029f3ba15c5,Dumbbell External Rotation,Con manubri External Rotation,NULL,NULL,generated,NULL,NULL,NULL
9696321a-6d49-4d1b-a42d-08fb34bb8323,Dumbbell floor chest press,Con manubri floor chest press,NULL,NULL,generated,NULL,NULL,NULL
97f48a58-e7a9-4179-88e2-f1a16feb68ca,Dumbbell fly,Con manubri fly,NULL,NULL,generated,NULL,NULL,NULL
c60450d9-862c-4dd3-87b1-82f80349964d,Dumbbell fly - v2,Con manubri fly - v2,NULL,NULL,generated,NULL,NULL,NULL
4581a423-5d2d-4cf1-89a0-fea026ef116d,Dumbbell Fly incline,Con manubri Fly inclinato,NULL,NULL,generated,NULL,NULL,NULL
d8a67e85-0c9f-483d-b7fe-be049247ab1c,Dumbbell forward lunge,Con manubri forward lunge,NULL,NULL,generated,NULL,NULL,NULL
3e668a4f-2aac-42ae-b8db-58fc179d20d2,Dumbbell Front Raise,Con manubri Front Alzata,NULL,NULL,generated,NULL,NULL,NULL
beee4955-3dbc-4aa1-be35-d01666713f72,Dumbbell get ups (R),Con manubri get ups (R),NULL,NULL,generated,NULL,NULL,NULL
dadea1de-c228-4e36-99de-db68578de515,Dumbbell glute bridge,Con manubri glute bridge,NULL,NULL,generated,NULL,NULL,NULL
ff6872ae-e894-4e72-b5f8-59a55b576a6f,Dumbbell Goblet Squat,Con manubri Goblet Squat,NULL,NULL,generated,NULL,NULL,NULL
44a83578-5681-4a1a-99c3-f8742857bf66,Dumbbell Lateral Raise,Con manubri Lateral Alzata,NULL,NULL,generated,NULL,NULL,NULL
57c55853-176e-4bad-aced-1032c63f4652,Dumbbell Lunges,Con manubri Lunges,NULL,NULL,generated,NULL,NULL,NULL
f181cc8e-9816-4205-b025-3b23cb30720b,Dumbbell Lying Rear Lateral Raise,Con manubri Lying Rear Lateral Alzata,NULL,NULL,generated,NULL,NULL,NULL
fa0fd12d-1fd4-448f-9e21-ceda7b8f18eb,Dumbbell Lying Rear Lateral Raise - One arm,Con manubri Lying Rear Lateral Alzata - a un braccio,NULL,NULL,generated,NULL,NULL,NULL
af545111-e56a-4731-ba48-2d4ce750bc8e,Dumbbell One-Arm Shoulder Press (L),Con manubri One-Arm Shoulder Press (L),NULL,NULL,generated,NULL,NULL,NULL
e8aacdde-8fce-438b-878b-3af1a611f2be,Dumbbell One-Arm Shoulder Press (R),Con manubri One-Arm Shoulder Press (R),NULL,NULL,generated,NULL,NULL,NULL
ac7982bb-1a81-4870-ae78-ce37bb485601,Dumbbell One-Arm Upright Row (L),Con manubri One-Arm Upright Rematore (L),NULL,NULL,generated,NULL,NULL,NULL
bda6ae04-2619-43a7-8261-490d85444eb2,Dumbbell One-Arm Upright Row (R),Con manubri One-Arm Upright Rematore (R),NULL,NULL,generated,NULL,NULL,NULL
0b4d6477-e8d8-4ae1-aff6-d935a77b3fe1,Dumbbell Overhead Tricep Extension,Con manubri Overhead Tricep Extension,NULL,NULL,generated,NULL,NULL,NULL
35b16467-8817-4c28-b84c-a1f47b1734cd,Dumbbell pistol squats,Con manubri pistol squats,NULL,NULL,generated,NULL,NULL,NULL
b5869e95-3109-43ad-b7b5-34e6dad882f0,Dumbbell plank row,Con manubri plank Rematore,NULL,NULL,generated,NULL,NULL,NULL
c90444fe-fd21-40d1-923f-5adba83e35bc,Dumbbell Pullover,Con manubri Pullover,NULL,NULL,generated,NULL,NULL,NULL
f6d6ac54-751d-416e-8c9d-bc4b675cd505,Dumbbell Pullover,Con manubri Pullover,NULL,NULL,generated,NULL,NULL,NULL
ad241fc8-3d05-4ce7-a950-45380497cdc0,Dumbbell Pulse Squat,Con manubri Pulse Squat,NULL,NULL,generated,NULL,NULL,NULL
9690f31a-ed99-446e-88db-2934b832f497,Dumbbell Rear Lunge,Con manubri Rear Lunge,NULL,NULL,generated,NULL,NULL,NULL
54d04b7e-3a7d-4d04-a0b2-adaab8f8f466,Dumbbell Romanian Deadlift,Con manubri Romanian Deadlift,NULL,NULL,generated,NULL,NULL,NULL
e91bd54f-f605-491d-90e6-16515787389c,Dumbbell Row two arm bent over,Con manubri Rematore two arm bent over,NULL,NULL,generated,NULL,NULL,NULL
1575dc75-93ab-4c7f-b924-4ed4eda2adc8,Dumbbell Russian Twist,Con manubri Russian Twist,NULL,NULL,generated,NULL,NULL,NULL
d4210b5a-f583-4039-8566-ed5a20e46eab,Dumbbell Scaption,Con manubri Scaption,NULL,NULL,generated,NULL,NULL,NULL
0d0368ee-f03d-4ef9-95db-06a56434ea55,Dumbbell Scissors,Con manubri Scissors,NULL,NULL,generated,NULL,NULL,NULL
0ff5e9fe-9d15-426a-8c06-fd62a198dc47,Dumbbell shadow box,Con manubri shadow box,NULL,NULL,generated,NULL,NULL,NULL
d6c2798d-a077-41b9-9769-d5bd1a57caaa,Dumbbell Shoulder Press,Con manubri Shoulder Press,NULL,NULL,generated,NULL,NULL,NULL
0af648a1-1d2e-438b-b687-b522c9eaa8bd,Dumbbell shoulder punches,Con manubri shoulder punches,NULL,NULL,generated,NULL,NULL,NULL
b150868d-c9c5-4f0f-a407-93d7e34b6ddc,Dumbbell Shrug,Con manubri Shrug,NULL,NULL,generated,NULL,NULL,NULL
71304f37-af11-4c9f-aa53-ef04cbc9bb29,Dumbbell Side Bend,Con manubri Side Bend,NULL,NULL,generated,NULL,NULL,NULL
f66596ba-3a70-406c-8ffa-ed6641a10e19,Dumbbell Side Bend (L),Con manubri Side Bend (L),NULL,NULL,generated,NULL,NULL,NULL
8dcb1591-348a-4809-9abf-0a1679a7a52a,Dumbbell Side Bend (R),Con manubri Side Bend (R),NULL,NULL,generated,NULL,NULL,NULL
af494781-9fba-41df-b403-79d04db6deae,Dumbbell Side lunge,Con manubri Side lunge,NULL,NULL,generated,NULL,NULL,NULL
bfce2271-bf6b-4a45-9038-5c9fa1935990,Dumbbell Side lunge (L),Con manubri Side lunge (L),NULL,NULL,generated,NULL,NULL,NULL
fef72790-359f-4f3f-9fcd-a80fb2c63b5f,Dumbbell Single leg deadlift,Con manubri Single leg deadlift,NULL,NULL,generated,NULL,NULL,NULL
14a3a8fe-dc12-4c4b-865b-d5e0514c54d4,Dumbbell Skull Crushers,Con manubri Skull Crushers,NULL,NULL,generated,NULL,NULL,NULL
0de79ddc-e829-4543-942c-e385cc76ac5e,Dumbbell Squat,Con manubri Squat,NULL,NULL,generated,NULL,NULL,NULL
1b4146bc-1c96-4f05-88cf-72a72783122d,Dumbbell Step Ups,Con manubri Step Ups,NULL,NULL,generated,NULL,NULL,NULL
ccd60696-7e2f-4611-b3b9-e5f11ddf4e78,Dumbbell Sumo Squat,Con manubri Sumo Squat,NULL,NULL,generated,NULL,NULL,NULL
c3d00969-0a33-4a3f-b603-938c1014ca9f,Dumbbell Thruster,Con manubri Thruster,NULL,NULL,generated,NULL,NULL,NULL
f1c43226-fa20-4c2e-af66-0cd680f937df,Dumbbell Tricep Kickback,Con manubri Tricep Kickback,NULL,NULL,generated,NULL,NULL,NULL
01924d84-4c88-4476-b0dc-8fd92616b362,Dumbbell upper cuts,Con manubri upper cuts,NULL,NULL,generated,NULL,NULL,NULL
3175c898-09fe-4d02-82c2-de2a3834fdd4,Dumbbell waiter curls,Con manubri waiter curls,NULL,NULL,generated,NULL,NULL,NULL
6891aa71-6e1f-4ea4-b9ac-f38ea207216a,Dumbbell wrist curls,Con manubri wrist curls,NULL,NULL,generated,NULL,NULL,NULL
9a8e40b3-446f-4362-9df4-461931927889,Dumbbell wrist curls,Con manubri wrist curls,NULL,NULL,generated,NULL,NULL,NULL
1b670f12-2b3b-4046-8fb8-379450db6f52,Dumbell Bench Press,Dumbell Panca press,NULL,NULL,generated,NULL,NULL,NULL
75f26166-ba61-48cf-ba27-0709fbdbb34b,Dumbell Straight Leg Raise,Dumbell Straight Leg Alzata,NULL,NULL,generated,NULL,NULL,NULL
4f756a6f-51a5-4afe-8cf8-975f3748c4f9,Elbow Plank to Side Plank,Elbow Plank to Side Plank,NULL,NULL,review_required,NULL,NULL,NULL
f2224eab-4368-4bab-80a3-e0bddbed5a23,Elbow to knee plank,Elbow to knee plank,NULL,NULL,review_required,NULL,NULL,NULL
b958f3b6-db0c-492a-8895-445af0989161,Elevated Calf Raises,Elevated Calf Raises,NULL,NULL,review_required,NULL,NULL,NULL
3b3e0a86-56b7-4d15-92ff-11dfaf108147,Elevated push up,Elevated push up,NULL,NULL,review_required,NULL,NULL,NULL
0501fca5-dd00-4948-8874-40cc851daaee,Explosive jump squats,Explosive jump squats,NULL,NULL,review_required,NULL,NULL,NULL
4c22f102-513b-4fe4-a271-389c006fbb9f,Explosive knee drive,Explosive knee drive,NULL,NULL,review_required,NULL,NULL,NULL
74658f21-21bb-40f6-bf66-54aa7b499622,Explosive push,Explosive push,NULL,NULL,review_required,NULL,NULL,NULL
67b6f81b-3bca-4b91-8cd8-4c4dd6194d6e,Explosive push ups,Explosive push ups,NULL,NULL,review_required,NULL,NULL,NULL
d9df1e94-1051-407d-9c34-87720d1557a9,Explosive side to side push up,Explosive side to side push up,NULL,NULL,review_required,NULL,NULL,NULL
022ea5f2-88f3-4d42-b99d-c1026d6bc343,Explosive sprinter lunge (left),Explosive sprinter lunge (left),NULL,NULL,review_required,NULL,NULL,NULL
d5dff683-d9a5-42ca-b325-47f7275f7def,Explosive sprinter lunge (right),Explosive sprinter lunge (right),NULL,NULL,review_required,NULL,NULL,NULL
61ef551f-2db3-4ab9-978d-9e5712b873de,Extended side angle pose (left),Extended side angle pose (left),NULL,NULL,review_required,NULL,NULL,NULL
5f8e2c01-66eb-4f23-b3ad-c87c631e257f,Extended side angle pose (right),Extended side angle pose (right),NULL,NULL,review_required,NULL,NULL,NULL
5a86b7dd-04a3-47fc-b92d-910f61b184c6,EZ Bar Curl,EZ Bar Curl,NULL,NULL,review_required,NULL,NULL,NULL
b78e6b13-cc46-49d6-a205-f71b65e6090e,EZ Bar Reverse Curl,EZ Bar Reverse Curl,NULL,NULL,review_required,NULL,NULL,NULL
9ad86735-3149-48fa-add4-705598dc149e,Farmers walk,Farmers walk,NULL,NULL,review_required,NULL,NULL,NULL
53339dca-7ed1-4edf-b88c-1f4b618b4d57,Figure 4 Squats,Figure 4 Squats,NULL,NULL,review_required,NULL,NULL,NULL
f3d25890-dcd5-42b3-8246-a5f596029cc0,Figure Four Stretch (L),Figure Four Stretch (L),NULL,NULL,review_required,NULL,NULL,NULL
005ba868-d8b1-499f-9a88-b2cf722e6bdf,Figure Four Stretch (R),Figure Four Stretch (R),NULL,NULL,review_required,NULL,NULL,NULL
05b2ec0e-92d4-4a93-bfed-c371747c072d,Fire Hydrant,Fire Hydrant,NULL,NULL,review_required,NULL,NULL,NULL
f79d8c98-d6ca-4d46-9704-6d89cf436808,Fire Hydrant Circles,Fire Hydrant Circles,NULL,NULL,review_required,NULL,NULL,NULL
623b2443-bc73-4c61-986c-412545c33aed,Fire log pose (left),Fire log pose (left),NULL,NULL,review_required,NULL,NULL,NULL
e0a7528b-5d24-4ddf-9d4c-d61958dc504c,Fire log pose (right),Fire log pose (right),NULL,NULL,review_required,NULL,NULL,NULL
87820d5e-9377-493c-a924-cc1d4750859b,First Toe Curl with Towel,First Toe Curl with Towel,NULL,NULL,review_required,NULL,NULL,NULL
3b45e42a-963f-4b79-ae1d-b1b5e8eb9add,Flat Cable Fly,Flat al cavo Fly,NULL,NULL,generated,NULL,NULL,NULL
704e9540-7bdd-4dbd-bdd3-7341b3563693,Floor Mantis,Floor Mantis,NULL,NULL,review_required,NULL,NULL,NULL
d536723e-7e3f-460d-a6c5-e9993bfbec4c,Floor Press,Floor Press,NULL,NULL,review_required,NULL,NULL,NULL
b867d101-cc16-42ff-a057-fe0de4a2d8c6,Flutter kicks,Flutter kicks,NULL,NULL,review_required,NULL,NULL,NULL
b3fdc5d4-1225-4f12-8b42-86fc0617aeb6,Forward and backward lunge,Forward and backward lunge,NULL,NULL,review_required,NULL,NULL,NULL
18dda540-eca8-40ad-aca4-9e5f80f574d7,Forward Backward Hop over Cone,Forward Backward Hop over Cone,NULL,NULL,review_required,NULL,NULL,NULL
706ac77a-70f7-4532-a3c5-f1ce1bd2f079,Forward lunge with lateral flexion,Forward lunge with lateral flexion,NULL,NULL,review_required,NULL,NULL,NULL
548f86e7-ee60-46ce-a482-c2b1c16e4441,Forward Lunges (Bodyweight),Forward Lunges (Bodyweight),NULL,NULL,review_required,NULL,NULL,NULL
0df165d9-3c63-4506-a2f1-6f64544fda5d,Forward to Reverse Bear Crawl,Forward to Reverse Bear Crawl,NULL,NULL,review_required,NULL,NULL,NULL
f7458e9c-56f8-4604-ba58-636ead67ffe2,Foward Lunges Bodyweight,Foward Lunges Bodyweight,NULL,NULL,review_required,NULL,NULL,NULL
db1a9d2c-5386-41aa-a84f-dad06ac7ea7c,Frog pose,Frog pose,NULL,NULL,review_required,NULL,NULL,NULL
fefcff8a-f513-48bd-9e6d-0c38de0e4a6b,Frog Stretch,Frog Stretch,NULL,NULL,review_required,NULL,NULL,NULL
df37b949-000b-4b09-90a3-482d868ee55a,Froggers,Froggers,NULL,NULL,review_required,NULL,NULL,NULL
e75d29c0-7af3-4e83-a351-6fff23443379,Front Barbell Squat,Front con bilanciere Squat,NULL,NULL,generated,NULL,NULL,NULL
a04b709a-b24b-497b-af41-66544e152b4b,Front Raise,Front Alzata,NULL,NULL,generated,NULL,NULL,NULL
50aafd34-960f-4967-ae4b-03430a734f10,front raises,front raises,NULL,NULL,review_required,NULL,NULL,NULL
dc848ac2-ca46-4c70-a8cc-dd2a76e546cf,Front Two-Dumbbell Raise,Front Two-con manubri Alzata,NULL,NULL,generated,NULL,NULL,NULL
fb48eccb-7f51-4de3-97f0-dc5ef75a6cee,Full range push ups,Full range push ups,NULL,NULL,review_required,NULL,NULL,NULL
928d2978-b0a4-4619-858d-106a5c99e507,Garland pose,Garland pose,NULL,NULL,review_required,NULL,NULL,NULL
fa3347f7-0e8f-446b-a7f0-fbb0f6b22206,Gate pose (left),Gate pose (left),NULL,NULL,review_required,NULL,NULL,NULL
ad7e4bc7-a8d8-4aa7-978f-e130aeb49e8b,Gate pose (right),Gate pose (right),NULL,NULL,review_required,NULL,NULL,NULL
b2eabe7f-7b04-456e-95b2-7aa3eaa88b9d,Get ups (no jump),Get ups (no jump),NULL,NULL,review_required,NULL,NULL,NULL
38530004-f20d-4895-8deb-ab02ebac1edf,Get ups with Jump,Get ups with Jump,NULL,NULL,review_required,NULL,NULL,NULL
bae56fcf-a610-45e8-a577-238c5ee6567b,Glute bridge,Glute bridge,NULL,NULL,review_required,NULL,NULL,NULL
a62f7e6f-99b3-49cf-a02e-c5146db97da3,Glute Bridge (Bodyweight),Glute Bridge (Bodyweight),NULL,NULL,review_required,NULL,NULL,NULL
4d9ad82c-1799-4340-b973-c269c901d0e5,Glute Kickback,Glute Kickback,NULL,NULL,review_required,NULL,NULL,NULL
bc2f34f4-07e6-4001-9dfe-8724be0d9d7e,Glute Kickback,Glute Kickback,NULL,NULL,review_required,NULL,NULL,NULL
32baa994-5bfa-4fb6-9ff0-07f682410778,Glute Leg Lift,Glute Leg Lift,NULL,NULL,review_required,NULL,NULL,NULL
ddfa0774-6077-4c9c-a590-1547fa987640,Goal Post Squeeze,Goal Post Squeeze,NULL,NULL,review_required,NULL,NULL,NULL
b1c0e80d-329c-4910-8b23-37daa8ea17da,Goblet squat,Goblet squat,NULL,NULL,review_required,NULL,NULL,NULL
54df7bb8-18f9-4b69-8561-f369f06632ee,Goblet Squat with Kettlebell,Goblet Squat with Kettlebell,NULL,NULL,review_required,NULL,NULL,NULL
c38b24ea-e65d-4561-a0ca-8d578fa6bd32,Goddess pose,Goddess pose,NULL,NULL,review_required,NULL,NULL,NULL
89fffd4f-96b2-4833-8b3c-817a0aadb507,Good mornings,Good mornings,NULL,NULL,review_required,NULL,NULL,NULL
88116de4-0c5d-4985-8905-156fd03d7eb9,Good Mornings with barbell,Good Mornings with con bilanciere,NULL,NULL,generated,NULL,NULL,NULL
24b76364-0eec-4035-b3e0-b7451a94db9f,Hack Squat,Hack Squat,NULL,NULL,review_required,NULL,NULL,NULL
46989ad6-9ec2-40b0-929d-54893160b1af,Hack Squat Wide Stance,Hack Squat Wide Stance,NULL,NULL,review_required,NULL,NULL,NULL
a4bd22f6-d98f-47da-9523-ceb6894b9922,Half boat pose,Half boat pose,NULL,NULL,review_required,NULL,NULL,NULL
b126da42-0645-491c-83ae-e058822e074b,Half burpee,Half burpee,NULL,NULL,review_required,NULL,NULL,NULL
90f429f5-8d29-4ff7-a993-a904d378803d,Half frog pose (left),Half frog pose (left),NULL,NULL,review_required,NULL,NULL,NULL
39e71f53-4d30-4cb0-a6dc-16411d33bff0,Half frog pose (right),Half frog pose (right),NULL,NULL,review_required,NULL,NULL,NULL
3f916ec5-151e-4b3c-bdd2-011621f259fe,Half lord of the fishes pose (left),Half lord of the fishes pose (left),NULL,NULL,review_required,NULL,NULL,NULL
58178205-37e9-489c-8322-f40b15d7b992,Half lord of the fishes pose (right),Half lord of the fishes pose (right),NULL,NULL,review_required,NULL,NULL,NULL
37e6d334-06b4-4068-a9e4-5b806cbec2b6,Half moon (left),Half moon (left),NULL,NULL,review_required,NULL,NULL,NULL
0852e58d-42d4-4e7a-b612-a6d79e93e895,Half moon (right),Half moon (right),NULL,NULL,review_required,NULL,NULL,NULL
fe06e1be-c429-485f-b36a-5e210ef03bc8,Half Roll Backs,Half Roll Backs,NULL,NULL,review_required,NULL,NULL,NULL
476cf5d3-e211-4650-84ec-7a3e89c08639,Half split (left),Half split (left),NULL,NULL,review_required,NULL,NULL,NULL
b1b1d4cd-c4eb-47cc-a3f8-478eb474999f,Half split (right),Half split (right),NULL,NULL,review_required,NULL,NULL,NULL
c0386f57-3cd2-42e9-9c19-d2d3dc9aa3cb,Half squat get up ),Half squat get up ),NULL,NULL,review_required,NULL,NULL,NULL
a07157e6-32c0-4380-ad71-55afc02369ec,Halo with dumbbell (L),Halo with con manubri (L),NULL,NULL,generated,NULL,NULL,NULL
05c60c96-4b0d-4e83-8797-9e3eb9a9cab0,Halo with dumbbell (R),Halo with con manubri (R),NULL,NULL,generated,NULL,NULL,NULL
3901065d-a926-4d63-9306-0f14eb731d7c,Hammer Curls,Hammer Curls,NULL,NULL,review_required,NULL,NULL,NULL
71ea41d9-e931-46dc-8a6c-731a7ee3e742,Hang clean,Hang clean,NULL,NULL,review_required,NULL,NULL,NULL
