ymove_exercise_id,nome,filename_immagine_locale,confidence
db4a932d-2e11-4809-843e-cb3c1df4535b,Crescent lunge (right),,no_match
5f84b3d2-daff-4fc1-bb8c-c9524689af7d,Cuads Belt Squat Machine,gambe-squat.png,close
45c93c0a-c64e-4f27-a694-ab9fb396cd46,DOT Drill,,no_match
03be228e-9483-470b-ad6c-cdf3d43f7415,Double Box Single Leg Lateral Hop,,no_match
b23e2608-820b-43ad-9a35-a7e0aaddfa80,Dumbbell Cossack Squat,,no_match
bbac448a-df15-415e-a391-8b1d400df2bf,Dumbbell deadlift,gambe-stacco-rumeno-manubri.png,close
d8a67e85-0c9f-483d-b7fe-be049247ab1c,Dumbbell forward lunge,gambe-affondi.png,close
4b1bb79a-5a59-4d93-a938-62f906ba4dc2,Dumbbell Front Squat,gambe-front-squat.png,close
dadea1de-c228-4e36-99de-db68578de515,Dumbbell glute bridge,glutei-glute-bridge.png,close
57c55853-176e-4bad-aced-1032c63f4652,Dumbbell Lunges,gambe-affondi.png,exact
35b16467-8817-4c28-b84c-a1f47b1734cd,Dumbbell pistol squats,,no_match
ad241fc8-3d05-4ce7-a950-45380497cdc0,Dumbbell Pulse Squat,gambe-squat.png,close
9690f31a-ed99-446e-88db-2934b832f497,Dumbbell Rear Lunge,gambe-affondi.png,close
af494781-9fba-41df-b403-79d04db6deae,Dumbbell Side lunge,,no_match
bfce2271-bf6b-4a45-9038-5c9fa1935990,Dumbbell Side lunge (L),,no_match
f8f6f9cf-6f29-4969-8665-576f8ca3a285,Dumbbell Split Squat,gambe-bulgarian-split-squat.png,close
0de79ddc-e829-4543-942c-e385cc76ac5e,Dumbbell Squat,gambe-squat.png,close
1b4146bc-1c96-4f05-88cf-72a72783122d,Dumbbell Step Ups,gambe-step-up.png,exact
c3d00969-0a33-4a3f-b603-938c1014ca9f,Dumbbell Thruster,,no_match
0501fca5-dd00-4948-8874-40cc851daaee,Explosive jump squats,,no_match
022ea5f2-88f3-4d42-b99d-c1026d6bc343,Explosive sprinter lunge (left),,no_match
d5dff683-d9a5-42ca-b325-47f7275f7def,Explosive sprinter lunge (right),,no_match
61ef551f-2db3-4ab9-978d-9e5712b873de,Extended side angle pose (left),,no_match
5f8e2c01-66eb-4f23-b3ad-c87c631e257f,Extended side angle pose (right),,no_match
b3fdc5d4-1225-4f12-8b42-86fc0617aeb6,Forward and backward lunge,gambe-affondi.png,close
706ac77a-70f7-4532-a3c5-f1ce1bd2f079,Forward lunge with lateral flexion,,no_match
f7458e9c-56f8-4604-ba58-636ead67ffe2,Foward Lunges Bodyweight,gambe-affondi.png,close
e75d29c0-7af3-4e83-a351-6fff23443379,Front Barbell Squat,gambe-front-squat.png,exact
6cecf804-dcf6-484b-8e1d-57e0d152bbb7,Cable Crunch kneeling,core-cable-crunch.png,exact
f1501452-252e-48ee-ae83-d52b567771b8,Alternating Dumbbell Snatch,,no_match
5ba69aaa-7f7a-4564-940e-c6fb7da55c26,Arm swings,,no_match
069c1e6b-05f4-4390-a1c7-9b740e0bec4a,Barbell Front Raise,spalle-alzate-frontali.png,exact
c0bd82fb-5ad6-4390-a060-dd46c1a6bea2,Barbell Overhead Press,spalle-military-press.png,exact
f71ef5e3-8944-40df-b9ea-00a7b0e6c5cc,Barbell Push Press,spalle-shoulder-press.png,close
4e4377e1-ab91-4015-84ac-27b3274b549f,Barbell Shoulder Press -  Barbell Overhead Press - Barbell Military Press,spalle-military-press.png,exact
a363775e-2aa5-49cb-ac17-7aa137d5d47b,Barbell Shrug,,no_match
051a5802-da89-415d-a912-93162c89a4bf,Behind the Neck Shoulder Press Machine,spalle-shoulder-press-macchina.png,close
de70b78c-7dec-4a91-acc7-d75ae27eb765,Bent Over Dumbbell Rear Delt Raise,spalle-reverse-fly.png,exact
7ab0bece-90eb-45f1-9b22-3fd86c376aa1,Bent Over Dumbbell Reverse Fly,spalle-reverse-fly.png,exact
9871678b-11f9-4670-8135-ca27079d54b8,Cable External Rotation,,no_match
697ec8a9-34fe-419e-a1b8-825456a3b335,Cable Front Raise,spalle-alzate-frontali.png,close
ef8cf0d4-b04a-40f7-a46d-4dfcd5934e17,Cable Internal Rotation,,no_match
a6a9ea7b-c868-4924-842a-9c3232698c3b,Cable Lateral Raise,spalle-alzate-laterali.png,close
d237c00f-e6f3-44f0-953b-5db4c970f873,Cable Rear Delt Fly,spalle-reverse-fly.png,close
7665b7ae-4cea-4591-bafe-e73cdaa5beac,Cable Rope Face Pull,spalle-face-pull.png,exact
56c25b1f-91f4-4fd1-99b9-89e4da81ecdc,Cable Upright Row,,no_match
513d039d-e6d0-459e-9ae7-4847a586871b,Cow face pose (left),,no_match
4d433881-e521-45e3-a36e-8672953714c0,Cow face pose (right),,no_match
b3d44ba8-5fdd-4a7e-ace2-1b12d5901b0b,Cuban Press,,no_match
8ab9416a-f74f-4840-8fb3-f0a58ff0a370,Dual Cable Lateral Raise,spalle-alzate-laterali.png,close
383d7e55-3ec7-4908-8298-96bc42aeebe9,Dumbbell Arnold Press,spalle-shoulder-press.png,close
3e668a4f-2aac-42ae-b8db-58fc179d20d2,Dumbbell Front Raise,spalle-alzate-frontali.png,exact
f181cc8e-9816-4205-b025-3b23cb30720b,Dumbbell Lying Rear Lateral Raise,spalle-reverse-fly.png,close
fa0fd12d-1fd4-448f-9e21-ceda7b8f18eb,Dumbbell Lying Rear Lateral Raise - One arm,spalle-reverse-fly.png,close
af545111-e56a-4731-ba48-2d4ce750bc8e,Dumbbell One-Arm Shoulder Press (L),spalle-shoulder-press.png,close
e8aacdde-8fce-438b-878b-3af1a611f2be,Dumbbell One-Arm Shoulder Press (R),spalle-shoulder-press.png,close
4903985f-2091-4fb3-bd33-c15175018e34,Dumbbell Overhead Press,spalle-shoulder-press.png,exact
10cb9f36-2a7d-4968-8674-812122ff729f,Dumbbell push jerks,,no_match
19738fb2-3ae8-4f3d-b683-c1dbb31754a8,Dumbbell Push Press,spalle-shoulder-press.png,close
d4210b5a-f583-4039-8566-ed5a20e46eab,Dumbbell Scaption,,no_match
d6c2798d-a077-41b9-9769-d5bd1a57caaa,Dumbbell Shoulder Press,spalle-shoulder-press.png,exact
0af648a1-1d2e-438b-b687-b522c9eaa8bd,Dumbbell shoulder punches,,no_match
585a0ee4-7ade-4701-9e6b-098955d495fe,Dumbbell Upright Row,,no_match
d0a73aa8-dc45-49dd-951d-de4825a74ada,Barbell Skull Crushers,tricipiti-french-press.png,exact
48b2c98e-b82f-49aa-b847-b871a69e1b95,Bench Dips,tricipiti-dip-ginocchia-piegate.png,close
c7c76fa8-908a-4ee0-977c-35f12057676d,Bent over Dumbbell Tricep Extension,tricipiti-kickback.png,close
33869887-32ab-4c66-b033-3bef9e5de372,Bodyweight Triceps Extension (with bar),,no_match
b35c3787-5974-4cca-b3d5-c28f7efa1472,Cable Rope Tricep Pushdown,tricipiti-pushdown-cavo.png,exact
ab522399-6b5e-4a37-aa7a-47d2ec862631,Cable Tricep Pushdown,tricipiti-pushdown-cavo.png,exact
207924a2-ae75-4371-be43-49c3cc62b4e1,Cable Tricep Pushdown,tricipiti-pushdown-cavo.png,exact
705b3080-cf01-42f4-be0f-ea9e3f83599f,Close Grip Bench Barbell,tricipiti-panca-presa-stretta.png,exact
0b4d6477-e8d8-4ae1-aff6-d935a77b3fe1,Dumbbell Overhead Tricep Extension,tricipiti-estensioni-sopra-testa.png,exact
900d036e-2a57-4d16-b6b5-c58c2f96dd62,Dumbbell Overhead Tricep Extension - Single arm,tricipiti-estensioni-sopra-testa.png,close
14a3a8fe-dc12-4c4b-865b-d5e0514c54d4,Dumbbell Skull Crushers,tricipiti-french-press.png,close
f1c43226-fa20-4c2e-af66-0cd680f937df,Dumbbell Tricep Kickback,tricipiti-kickback.png,exact
9eb19f30-37d0-4aca-9e2d-c90a65f7b07b,Dumbbell Bench Press incline,petto-panca-inclinata-manubri.png,exact
4581a423-5d2d-4cf1-89a0-fea026ef116d,Dumbbell Fly incline,petto-croci-manubri.png,close
