exercise_id,ymove_exercise_id,nome,gruppo_muscolare,attrezzatura,filename_previsto
297f4021-0616-4331-bd29-b2d4a56245b8,e396f5be-9c22-44ff-b825-d754d807f5fd,Boat pose,core,bodyweight,ymove-e396f5be-9c22-44ff-b825-d754d807f5fd.png
38a4e34a-1bd6-45ed-bdf6-5f0484b6b5c2,a4715d5c-446e-4937-a25a-254652773990,Burpee (No jump) into high plank with shoulder tabs,core,bodyweight,ymove-a4715d5c-446e-4937-a25a-254652773990.png
66053a02-07f4-4e86-9672-6af16e332ebc,ed1451e4-ceef-4aa9-a883-24b733b83edd,Butterfly crunches,core,bodyweight,ymove-ed1451e4-ceef-4aa9-a883-24b733b83edd.png
86cbb55b-1b17-402d-bb31-1653bda627ac,23d6cf5e-2f9a-4f78-a962-d22e6fe36aa9,Cable Woodchop (High to Low),core,machine,ymove-23d6cf5e-2f9a-4f78-a962-d22e6fe36aa9.png
1951ee12-983b-41fc-b57b-5c4d2ddcb07d,89b62000-867f-4f98-b24c-ad9b5708d015,Chair sit ups,core,bodyweight,ymove-89b62000-867f-4f98-b24c-ad9b5708d015.png
317446c0-20a0-4af9-b49b-ddb99ef3bed2,068d316f-52b0-4438-a7c9-ee21ceca2c2f,Crunches,core,bodyweight,ymove-068d316f-52b0-4438-a7c9-ee21ceca2c2f.png
b1449a9f-2088-45a2-9c1d-72cb71e56de1,7c9e7503-35f4-4dd3-a515-3b7ad96e21da,Dead Bug with Dumbbells,core,dumbbell,ymove-7c9e7503-35f4-4dd3-a515-3b7ad96e21da.png
d424fdce-d643-47ee-81b5-f893ef2fef30,f66596ba-3a70-406c-8ffa-ed6641a10e19,Dumbbell Side Bend (L),core,dumbbell,ymove-f66596ba-3a70-406c-8ffa-ed6641a10e19.png
f36839a4-ec19-4790-b807-8167a0085653,8dcb1591-348a-4809-9abf-0a1679a7a52a,Dumbbell Side Bend (R),core,dumbbell,ymove-8dcb1591-348a-4809-9abf-0a1679a7a52a.png
18fd8af3-7514-4f45-baae-9227594245c7,4f756a6f-51a5-4afe-8cf8-975f3748c4f9,Elbow Plank to Side Plank,core,bodyweight,ymove-4f756a6f-51a5-4afe-8cf8-975f3748c4f9.png
1c3a7bc0-6994-4dd5-855d-7bac3fe2e010,f2224eab-4368-4bab-80a3-e0bddbed5a23,Elbow to knee plank,core,bodyweight,ymove-f2224eab-4368-4bab-80a3-e0bddbed5a23.png
2cb18845-ea52-4106-bab2-70aaf6347a56,b867d101-cc16-42ff-a057-fe0de4a2d8c6,Flutter kicks,core,bodyweight,ymove-b867d101-cc16-42ff-a057-fe0de4a2d8c6.png
c764ea53-7504-4b53-96bc-402f930e215d,fa3347f7-0e8f-446b-a7f0-fbb0f6b22206,Gate pose (left),core,bodyweight,ymove-fa3347f7-0e8f-446b-a7f0-fbb0f6b22206.png
c4e204b8-d7b2-4376-997a-a73ba48246fb,ad7e4bc7-a8d8-4aa7-978f-e130aeb49e8b,Gate pose (right),core,bodyweight,ymove-ad7e4bc7-a8d8-4aa7-978f-e130aeb49e8b.png
5526e711-86de-4a20-a5d1-ba53548db088,9acaf8fd-1e81-4106-8d86-921b013f36c0,Arch Skydiver,erector_spinae,bodyweight,ymove-9acaf8fd-1e81-4106-8d86-921b013f36c0.png
ff3f110d-fd3f-4823-9d54-66bb254ed8ad,4061bcd4-25a4-48ce-abbe-765986eb91e5,Back Extension on Ball,erector_spinae,stability ball,ymove-4061bcd4-25a4-48ce-abbe-765986eb91e5.png
cb32e037-942f-428f-b3ba-3396612cd268,eb37d0a0-1a45-482c-9c6a-1aef9744661c,Barbell Wrist Curl,forearm_flexors,barbell,ymove-eb37d0a0-1a45-482c-9c6a-1aef9744661c.png
f400efa5-d531-403b-aea1-9202960d663c,87820d5e-9377-493c-a924-cc1d4750859b,First Toe Curl with Towel,forearm_flexors,towel,ymove-87820d5e-9377-493c-a924-cc1d4750859b.png
85698a50-7ae4-44a3-9ebe-51f41b74f429,9a8e40b3-446f-4362-9df4-461931927889,Dumbbell wrist curls,forearms,dumbbell,ymove-9a8e40b3-446f-4362-9df4-461931927889.png
99f495e7-5885-49f7-bd36-dbec44a1c1e7,6891aa71-6e1f-4ea4-b9ac-f38ea207216a,Dumbbell wrist curls,forearms,dumbbell,ymove-6891aa71-6e1f-4ea4-b9ac-f38ea207216a.png
bbf7d09f-cc0f-4617-8016-85a05977fdaf,9ad86735-3149-48fa-add4-705598dc149e,Farmers walk,forearms,dumbbell,ymove-9ad86735-3149-48fa-add4-705598dc149e.png
01c3d13d-2bdf-4867-86a4-7dc9f7b7a071,a04b709a-b24b-497b-af41-66544e152b4b,Front Raise,front_deltoids,dumbbell,ymove-a04b709a-b24b-497b-af41-66544e152b4b.png
552d3e4e-be59-4a18-8d72-243accb13422,50aafd34-960f-4967-ae4b-03430a734f10,front raises,front_deltoids,dumbbell,ymove-50aafd34-960f-4967-ae4b-03430a734f10.png
b9b09ed2-d42a-4a3b-92e1-139351ba577d,e739df3d-e51d-4c84-aac5-bd09a2c11618,Barbell Clean,full body,barbell,ymove-e739df3d-e51d-4c84-aac5-bd09a2c11618.png
77f1f1c7-276a-48d6-ab2a-2aa88d93c15e,e8dd3973-ac46-457f-93e8-a6c18a6da75c,Dumbbell Hang Clean to Press,full body,dumbbell,ymove-e8dd3973-ac46-457f-93e8-a6c18a6da75c.png
95b39884-5c69-4015-9c41-e9603ed94c67,71bf8e65-38ff-4145-b42c-341c8d574b59,8 Count Body Builder,full_body,bodyweight,ymove-71bf8e65-38ff-4145-b42c-341c8d574b59.png
aeb88593-b9ff-4009-8557-8c0331bfb24f,7d31d648-432b-4edd-97bc-afc2a3e9e59a,Barbell Deadlift,full_body,barbell,ymove-7d31d648-432b-4edd-97bc-afc2a3e9e59a.png
e4184416-a2b8-4d64-9c04-8e3e03b6b7fc,47ab9d26-7959-46bb-9744-1e48695f5e70,Bear crawl into explosive jumps,full_body,bodyweight,ymove-47ab9d26-7959-46bb-9744-1e48695f5e70.png
f125e930-66ae-45fe-ba8d-05ced77c7e58,214c3916-f02f-456f-9750-70fd0679295a,Bear crawls,full_body,bodyweight,ymove-214c3916-f02f-456f-9750-70fd0679295a.png
b6d39e19-d036-4840-9856-c12d550b1b5e,59887212-af71-41e1-9b3f-afe352ba1979,Bear toe taps,full_body,bodyweight,ymove-59887212-af71-41e1-9b3f-afe352ba1979.png
9fd55fea-beab-4d25-9669-59289fe1dd2d,4402c7a1-0845-4da2-882d-4e06fc275b8b,Bench Jump,full_body,bodyweight,ymove-4402c7a1-0845-4da2-882d-4e06fc275b8b.png
b07de305-87f7-4887-bee1-58e7ca2b0b8e,53f37f4b-c486-4ebb-846b-953078455bfe,Bent leg v-sit into punches,full_body,bodyweight,ymove-53f37f4b-c486-4ebb-846b-953078455bfe.png
92a23d34-138a-4e77-9776-f93ecccf9d61,ca5187cf-f9c2-4ad3-b932-4dccc2e47f7e,Broad jumps,full_body,bodyweight,ymove-ca5187cf-f9c2-4ad3-b932-4dccc2e47f7e.png
d2adc6a8-0bb7-4b88-9595-9c9316485477,24030adc-de07-4547-a916-24acee3d5a3e,Burpee,full_body,bodyweight,ymove-24030adc-de07-4547-a916-24acee3d5a3e.png
ccf3a409-b228-4c54-9d72-f1ca10e34ad1,b160ea44-725a-415f-919a-4edad64d3ce3,Burpee (No jump),full_body,bodyweight,ymove-b160ea44-725a-415f-919a-4edad64d3ce3.png
216f3804-a718-4051-b058-698027918147,1effe46b-4944-4308-b0d3-dd87a0c71bc2,Butt kickers,full_body,bodyweight,ymove-1effe46b-4944-4308-b0d3-dd87a0c71bc2.png
9655ca3c-f7bc-488a-a45d-1fba3dd83950,22bf3fc2-d7a0-41d0-9a1a-5e0d149d2b7a,Butterfly Jumps,full_body,bodyweight,ymove-22bf3fc2-d7a0-41d0-9a1a-5e0d149d2b7a.png
65ef37db-a408-4fb1-be01-fab967585c6a,b2073383-2f4c-419e-95f3-0e1cd4f02c34,Cable Deadlift,full_body,cable,ymove-b2073383-2f4c-419e-95f3-0e1cd4f02c34.png
0deeba5f-aef6-418e-919e-a286cd4f6cc4,9225c7c5-66a0-42c5-8de4-866389741736,Chest and shoulder,full_body,bodyweight,ymove-9225c7c5-66a0-42c5-8de4-866389741736.png
27679c8f-8b79-4ded-80de-6da46b506f55,e6bd8a96-cc6e-4805-bb2d-6755c9350dd9,Child_s pose -Lower back,full_body,bodyweight,ymove-e6bd8a96-cc6e-4805-bb2d-6755c9350dd9.png
0cd4bebc-cfbe-4084-8d03-e3c7f749515a,055d7dcd-575a-4515-9e7e-129c93cbb8c2,Clean and Jerk,full_body,barbell,ymove-055d7dcd-575a-4515-9e7e-129c93cbb8c2.png
a1be7836-f240-4269-b34d-4a7813d4677b,658fa4e6-8b1d-48f4-b97d-7c576783ad73,Corpse pose,full_body,bodyweight,ymove-658fa4e6-8b1d-48f4-b97d-7c576783ad73.png
04a1b0f7-9239-4feb-86ba-6ebbfa607275,fd93f455-3544-4c89-afa2-bcdf980aa53d,Crab hold to to taps,full_body,bodyweight,ymove-fd93f455-3544-4c89-afa2-bcdf980aa53d.png
980316da-fafb-485d-bb06-b7724cbb01c8,1abe4475-eab9-4532-a583-68cc06681462,Crab hold toe tap,full_body,bodyweight,ymove-1abe4475-eab9-4532-a583-68cc06681462.png
3fd04913-0531-41f2-af26-a0e85562ad00,0e43c62b-bcf6-4115-8fa4-3049a4d8f24a,Criss-cross jumping jacks,full_body,bodyweight,ymove-0e43c62b-bcf6-4115-8fa4-3049a4d8f24a.png
ca535328-61e4-4eea-ae88-5952e3e0621e,8f2f2d63-4e39-408b-b450-f88c27d8ae1a,Deadlift with Kettlebell,full_body,kettlebell,ymove-8f2f2d63-4e39-408b-b450-f88c27d8ae1a.png
83dd2152-cccf-4ec4-8419-0363c3bcb909,9d5a2722-801b-4741-8d9b-11e9a3a4ae2d,Devil press,full_body,dumbbell,ymove-9d5a2722-801b-4741-8d9b-11e9a3a4ae2d.png
fa9d97de-09da-4c54-aaea-af31240357db,b219f35b-9bca-4eb5-a010-e0ded6208942,Dive bombers,full_body,bodyweight,ymove-b219f35b-9bca-4eb5-a010-e0ded6208942.png
383e1277-7b34-48bd-b253-906fdfc87eb2,e3c47861-bcfa-41cf-a191-3524d8679a1c,Downward dog,full_body,bodyweight,ymove-e3c47861-bcfa-41cf-a191-3524d8679a1c.png
79d21da5-8f39-419a-b0d9-f2ca1f30cd9c,4426c121-33b6-42c1-aa78-8d295d8fd687,Dumbbell Discus,full_body,dumbbell,ymove-4426c121-33b6-42c1-aa78-8d295d8fd687.png
bb61222a-3ac3-4831-841a-97f501765129,a46c036e-f0f6-4c03-8216-cc80da58ee3d,Dumbbell Discus (L),full_body,dumbbell,ymove-a46c036e-f0f6-4c03-8216-cc80da58ee3d.png
d433f88e-f4d0-4975-83bd-fa414e7da177,f49f3159-4eed-4d0d-a640-497886c309b0,Dumbbell double snatch,full_body,dumbbell,ymove-f49f3159-4eed-4d0d-a640-497886c309b0.png
6ec01dfb-641b-4d13-a9e2-8270283f0ef2,3433c651-a0f5-40cb-bdd8-3029f3ba15c5,Dumbbell External Rotation,full_body,dumbbell,ymove-3433c651-a0f5-40cb-bdd8-3029f3ba15c5.png
daf6baf9-d015-4f5b-bb5b-17564b8473d3,beee4955-3dbc-4aa1-be35-d01666713f72,Dumbbell get ups (R),full_body,dumbbell,ymove-beee4955-3dbc-4aa1-be35-d01666713f72.png
056dc9d7-fe21-457c-8e1d-dc12e70225fc,0d0368ee-f03d-4ef9-95db-06a56434ea55,Dumbbell Scissors,full_body,dumbbell,ymove-0d0368ee-f03d-4ef9-95db-06a56434ea55.png
fd04bb56-b631-4dc5-8bd5-015c071c20d3,0ff5e9fe-9d15-426a-8c06-fd62a198dc47,Dumbbell shadow box,full_body,dumbbell,ymove-0ff5e9fe-9d15-426a-8c06-fd62a198dc47.png
3a363dac-5c6c-4c34-9bff-f99a21682435,22be389b-6b65-4cac-af19-8cec6f4a363f,Dumbbell Snatch,full_body,dumbbell,ymove-22be389b-6b65-4cac-af19-8cec6f4a363f.png
3048e050-560e-44e5-b44c-72caddd3888a,01924d84-4c88-4476-b0dc-8fd92616b362,Dumbbell upper cuts,full_body,dumbbell,ymove-01924d84-4c88-4476-b0dc-8fd92616b362.png
b7fe780d-263d-4ed1-9ab9-dbc9058f0fa3,4c22f102-513b-4fe4-a271-389c006fbb9f,Explosive knee drive,full_body,bodyweight,ymove-4c22f102-513b-4fe4-a271-389c006fbb9f.png
e54a5c71-be82-49a3-b54c-453c14eebc59,74658f21-21bb-40f6-bf66-54aa7b499622,Explosive push,full_body,bodyweight,ymove-74658f21-21bb-40f6-bf66-54aa7b499622.png
05e60cf1-ebc2-45bd-8f9d-e5196df53bb4,f3d25890-dcd5-42b3-8246-a5f596029cc0,Figure Four Stretch (L),full_body,bodyweight,ymove-f3d25890-dcd5-42b3-8246-a5f596029cc0.png
9506cf9e-2f26-4bbb-9612-5d62d6ed5979,005ba868-d8b1-499f-9a88-b2cf722e6bdf,Figure Four Stretch (R),full_body,bodyweight,ymove-005ba868-d8b1-499f-9a88-b2cf722e6bdf.png
213f6062-f886-4987-8f96-9d06d01fd59a,0df165d9-3c63-4506-a2f1-6f64544fda5d,Forward to Reverse Bear Crawl,full_body,bodyweight,ymove-0df165d9-3c63-4506-a2f1-6f64544fda5d.png
b878e2c0-600c-4bc6-9ac0-55d6411df04c,fefcff8a-f513-48bd-9e6d-0c38de0e4a6b,Frog Stretch,full_body,bodyweight,ymove-fefcff8a-f513-48bd-9e6d-0c38de0e4a6b.png
f9faf5e6-5f36-406c-9d89-a4a43e54573b,df37b949-000b-4b09-90a3-482d868ee55a,Froggers,full_body,bodyweight,ymove-df37b949-000b-4b09-90a3-482d868ee55a.png
a8120a8c-20dc-47bc-af41-9b784b71e2d3,dc848ac2-ca46-4c70-a8cc-dd2a76e546cf,Front Two-Dumbbell Raise,full_body,dumbbell,ymove-dc848ac2-ca46-4c70-a8cc-dd2a76e546cf.png
8ed0f644-8fa7-4dc6-b319-7af31a7b41a3,1dda1f16-d715-4a4f-a12b-d75b7dca81e7,Banded Lateral Walks,glute_med,band,ymove-1dda1f16-d715-4a4f-a12b-d75b7dca81e7.png
d2eaaf97-a467-42a5-b49c-7aeb34e0a9ef,d48bc33d-8daa-456a-9f07-32b42a3798e5,Clams side lying with knee lifts,glute_med,bodyweight,ymove-d48bc33d-8daa-456a-9f07-32b42a3798e5.png
35cde02d-51e7-471d-8a2d-abd865d2b299,f79d8c98-d6ca-4d46-9704-6d89cf436808,Fire Hydrant Circles,glute_med,bodyweight,ymove-f79d8c98-d6ca-4d46-9704-6d89cf436808.png
38e06843-8be5-45b6-a213-5ba1b67b95cc,4c55ca15-3665-4db7-b11d-7d4273263f66,1 Leg Broad Jump,glutes,bodyweight,ymove-4c55ca15-3665-4db7-b11d-7d4273263f66.png
7d778eb3-0f58-4830-8957-7d688d321363,b43b051d-cd66-41c7-8772-f81797ce872c,Barbell Glute Bridge,glutes,barbell,ymove-b43b051d-cd66-41c7-8772-f81797ce872c.png
745a1200-9d2d-4b8e-ac02-c155e4674ea2,5990deac-a91d-4531-8c2f-a708fc95fd1f,Barbell Hip Thrust,glutes,barbell,ymove-5990deac-a91d-4531-8c2f-a708fc95fd1f.png
5e475653-42bd-4f6d-9b8b-ec6ae4e5c877,c4f2aff0-d474-473a-ad7d-559033aac8b3,Bridge march,glutes,bodyweight,ymove-c4f2aff0-d474-473a-ad7d-559033aac8b3.png
2f28319b-fb97-4415-9967-7f2365a86356,31f0a2a6-2d44-4c33-bf3a-2d0687b748a4,Bridge pose,glutes,bodyweight,ymove-31f0a2a6-2d44-4c33-bf3a-2d0687b748a4.png
d591764f-92aa-400c-a29c-59aeadb4b9a7,c424ec91-5260-4a23-800d-1a5e140f8320,Butt bridges,glutes,bodyweight,ymove-c424ec91-5260-4a23-800d-1a5e140f8320.png
2fab7faf-27fc-4e87-ace5-396d56d8ccba,f96ea3ee-fb2f-4a0f-bc3b-7e63959450c5,Butterfly Stretch,glutes,bodyweight,ymove-f96ea3ee-fb2f-4a0f-bc3b-7e63959450c5.png
7da29a55-c564-4f04-a7d1-6b290cf1e041,f6fa126f-2811-454f-a542-39780209c9ec,Cable Diagonal Kickback,glutes,cable,ymove-f6fa126f-2811-454f-a542-39780209c9ec.png
cc7785ad-15a7-4c49-b372-b1c12d8276d2,d3f23ea3-a3d3-46cd-940b-707efea0df5c,Cable Glute Kickback,glutes,cable,ymove-d3f23ea3-a3d3-46cd-940b-707efea0df5c.png
7f9c16ef-c520-43cf-9eac-c88ea2d06b02,8503592c-a179-456b-9417-5fb5e84fad1a,Cable Hip Abduction,glutes,cable,ymove-8503592c-a179-456b-9417-5fb5e84fad1a.png
32f30c66-cb5e-44e5-a162-6028a9519726,86a5f361-6b81-4ab7-a769-c32ca56d5ae4,Cable Hip Abduction,glutes,cable,ymove-86a5f361-6b81-4ab7-a769-c32ca56d5ae4.png
54193b3d-cc5a-484e-ae50-d92a93d13c5a,db7c0708-ea39-47cb-89c8-73e749abcfa6,Cable Hip Extension,glutes,cable,ymove-db7c0708-ea39-47cb-89c8-73e749abcfa6.png
5c5b6370-953b-4db3-b0ed-4ab2b02853c8,cd2bfdbe-71d7-4d3e-8b03-fc4a5ed73bf4,Cable Kickback,glutes,cable,ymove-cd2bfdbe-71d7-4d3e-8b03-fc4a5ed73bf4.png
4ffbc4bf-e596-46dd-88f9-7199cd6042dc,21dda23e-d221-4800-924e-498f4398f203,Cable Straight Leg Kickback,glutes,cable,ymove-21dda23e-d221-4800-924e-498f4398f203.png
fd552790-714d-47f9-b760-06a6d115779c,bb30b96e-da77-44d7-aabe-d02a7bdcaa23,Cobbler's pose,glutes,bodyweight,ymove-bb30b96e-da77-44d7-aabe-d02a7bdcaa23.png
9a9a32f2-a147-4962-b2af-7ee97a3c7a3e,d7078f6a-a0eb-47e6-9396-98b250afff34,Crab Walk,glutes,bodyweight,ymove-d7078f6a-a0eb-47e6-9396-98b250afff34.png
a9d21f24-cb8e-4f02-9273-b7c745a78762,fbffd9c1-bffd-4fb0-ae4c-258834c5fcd2,Donkey Kick with Dumbbell,glutes,dumbbell,ymove-fbffd9c1-bffd-4fb0-ae4c-258834c5fcd2.png
d3136842-6684-413a-adca-1c7ffcf9e6ab,f049bccf-868e-4d76-9cc1-18a0e37e1b66,Dumbbell Hip Thrust,glutes,dumbbell,ymove-f049bccf-868e-4d76-9cc1-18a0e37e1b66.png
435fde23-32f3-476d-8614-52e7a94d8547,f46b69fa-049b-4cab-aad0-1ff3f2a1503e,Dumbbell Sumo Deadlift,glutes,dumbbell,ymove-f46b69fa-049b-4cab-aad0-1ff3f2a1503e.png
778c8b62-e21b-4555-b97c-25e1fad3338a,ccd60696-7e2f-4611-b3b9-e5f11ddf4e78,Dumbbell Sumo Squat,glutes,dumbbell,ymove-ccd60696-7e2f-4611-b3b9-e5f11ddf4e78.png
cc471cd3-025b-41ca-8671-f6b80ad349d8,53339dca-7ed1-4edf-b88c-1f4b618b4d57,Figure 4 Squats,glutes,bodyweight,ymove-53339dca-7ed1-4edf-b88c-1f4b618b4d57.png
384585ba-9dfd-4add-87d1-eed27b73ab56,05b2ec0e-92d4-4a93-bfed-c371747c072d,Fire Hydrant,glutes,bodyweight,ymove-05b2ec0e-92d4-4a93-bfed-c371747c072d.png
f2a31d1c-118d-4fe4-9ebd-c5bd07841971,623b2443-bc73-4c61-986c-412545c33aed,Fire log pose (left),glutes,bodyweight,ymove-623b2443-bc73-4c61-986c-412545c33aed.png
ad235f40-d00e-4726-be88-624e239b074a,e0a7528b-5d24-4ddf-9d4c-d61958dc504c,Fire log pose (right),glutes,bodyweight,ymove-e0a7528b-5d24-4ddf-9d4c-d61958dc504c.png
7afbcd0a-0e55-42d7-a102-8dd268791453,db1a9d2c-5386-41aa-a84f-dad06ac7ea7c,Frog pose,glutes,bodyweight,ymove-db1a9d2c-5386-41aa-a84f-dad06ac7ea7c.png
0d08c298-0c8c-4f19-aa03-dcb5dadb40f2,928d2978-b0a4-4619-858d-106a5c99e507,Garland pose,glutes,bodyweight,ymove-928d2978-b0a4-4619-858d-106a5c99e507.png
97e76a72-07b9-450c-8109-99d06d6ce9fc,74c36be0-d1e4-4703-8c54-612c2da1dcc1,Barbell Good Morning,hamstrings,barbell,ymove-74c36be0-d1e4-4703-8c54-612c2da1dcc1.png
157b3ccc-4f2b-46b8-88ab-898069fe6dc7,be7a8c2a-db1b-405f-a61f-96f26c628c6c,Barbell Romanian Deadlift,hamstrings,barbell,ymove-be7a8c2a-db1b-405f-a61f-96f26c628c6c.png
ff0daea2-8485-4127-8b40-cab1469eb4af,6362bdab-a7d7-49e8-85ab-fe1eb610cb4e,Cross body pulls to hamstring kicks,hamstrings,bodyweight,ymove-6362bdab-a7d7-49e8-85ab-fe1eb610cb4e.png
5dcfa3b4-a785-4b6d-90c3-ef28088e73f0,4eaaeaca-6966-4b55-94a0-4a34520bb5b9,Downward facing dog split (left),hamstrings,bodyweight,ymove-4eaaeaca-6966-4b55-94a0-4a34520bb5b9.png
20beba78-4431-40aa-804d-53e819abf732,dee6b124-faf4-4d03-a659-e49456892af1,Downward facing dog split (right),hamstrings,bodyweight,ymove-dee6b124-faf4-4d03-a659-e49456892af1.png
ce51cee0-ae88-4a4f-9a70-1695aa7a8222,54d04b7e-3a7d-4d04-a0b2-adaab8f8f466,Dumbbell Romanian Deadlift,hamstrings,dumbbell,ymove-54d04b7e-3a7d-4d04-a0b2-adaab8f8f466.png
cabd56d5-e61d-428d-8bca-8f13487e52f7,e1b10987-45be-4416-8d9c-4dea00db3ca0,Dumbbell Stiff Leg Deadlift,hamstrings,dumbbell,ymove-e1b10987-45be-4416-8d9c-4dea00db3ca0.png
6e7f52d3-7b6b-4a20-a855-58e3c55ed1e8,3620635f-3fcb-4552-8959-dc6ec09d9ea2,A steps,hip_flexors,bodyweight,ymove-3620635f-3fcb-4552-8959-dc6ec09d9ea2.png
05c43695-8fc7-43c2-9c7b-67b3b1bfa946,f8255cfd-7c0e-4451-89a5-947009e4fd13,Chair running chair step knee touch,hip_flexors,chair,ymove-f8255cfd-7c0e-4451-89a5-947009e4fd13.png
4a1fa324-d6ce-44a2-9af7-e74e87375805,44a83578-5681-4a1a-99c3-f8742857bf66,Dumbbell Lateral Raise,lateral_deltoids,dumbbell,ymove-44a83578-5681-4a1a-99c3-f8742857bf66.png
c4f35731-5195-43e5-bdef-ea4f40cdda2c,c90444fe-fd21-40d1-923f-5adba83e35bc,Dumbbell Pullover,lats,dumbbell,ymove-c90444fe-fd21-40d1-923f-5adba83e35bc.png
97a5a4b4-49e0-47c4-967a-c398d86a152c,95fb26cd-a80a-4d69-92a0-af6bf54128bc,Cable Pull-Through,legs,machine,ymove-95fb26cd-a80a-4d69-92a0-af6bf54128bc.png
f6bc8eb6-d270-46bd-9998-ec87fd237901,ca09df2f-e2d6-4acf-864e-e43c7b202c00,Dumbbell box squat,legs,dumbbell,ymove-ca09df2f-e2d6-4acf-864e-e43c7b202c00.png
d93e0c15-34c8-4d0c-9212-7e5b359fcb20,a1ba1671-4626-4e4f-a37f-98182e36e57c,Dumbbell Lunge,legs,dumbbell,ymove-a1ba1671-4626-4e4f-a37f-98182e36e57c.png
2c731282-7d03-4c16-ae16-b5d388fbc404,54511b29-e4df-4539-ab7a-3a9e98393d90,Dumbbell Reverse Lunge,legs,dumbbell,ymove-54511b29-e4df-4539-ab7a-3a9e98393d90.png
0650cbe2-e770-46d1-9520-0159ad767f92,67b7b672-3989-49cf-8741-6b6de5c43dfd,Dumbbell Static Lunges,legs,dumbbell,ymove-67b7b672-3989-49cf-8741-6b6de5c43dfd.png
f3e77fd8-de88-486f-8adc-2adf62750fbd,75f26166-ba61-48cf-ba27-0709fbdbb34b,Dumbell Straight Leg Raise,lower_abs,dumbbell,ymove-75f26166-ba61-48cf-ba27-0709fbdbb34b.png
e1d6fb03-f21e-4a03-aecb-a4f76b3c1292,854b33d7-6d88-4a67-a5d5-4e7e2983b140,back stretch,lower_back,chair,ymove-854b33d7-6d88-4a67-a5d5-4e7e2983b140.png
729d5759-0942-49b2-af28-fcd40c63b497,704e9540-7bdd-4dbd-bdd3-7341b3563693,Floor Mantis,lower_back,bodyweight,ymove-704e9540-7bdd-4dbd-bdd3-7341b3563693.png
7321478d-03e0-4cde-a560-6fce08ca345e,d552a696-bf87-4bf7-9597-fa425d617874,Barbell Bench Press decline,lower_chest,barbell,ymove-d552a696-bf87-4bf7-9597-fa425d617874.png
b620d63b-e31a-425c-a11a-eeaeba65cfad,95640151-0b58-4872-94de-a14680227a66,Dips parallel bars,lower_chest,machine,ymove-95640151-0b58-4872-94de-a14680227a66.png
2c0c6beb-b5ea-43e9-a953-475054c8e332,7a94a32f-40d9-42eb-b03d-afe76c71ea36,Alternating Side Reaches,obliques,chair,ymove-7a94a32f-40d9-42eb-b03d-afe76c71ea36.png
525364c2-1da0-4c53-ad25-b222328623b2,25ec2936-1aa7-4fb9-86a3-e3b73ab94e7c,Cable Woodchop low to high,obliques,cable,ymove-25ec2936-1aa7-4fb9-86a3-e3b73ab94e7c.png
33af6373-ffd1-4782-8131-fb928831a58c,af0e7c20-cd4a-4c26-ac10-1ef6bdaaf35e,chair Twists,obliques,chair,ymove-af0e7c20-cd4a-4c26-ac10-1ef6bdaaf35e.png
ae878f99-638e-4c3a-8dd4-afa135f23e22,1575dc75-93ab-4c7f-b924-4ed4eda2adc8,Dumbbell Russian Twist,obliques,dumbbell,ymove-1575dc75-93ab-4c7f-b924-4ed4eda2adc8.png
414b6753-2f43-4392-a8b7-32200b2e81ca,ff6872ae-e894-4e72-b5f8-59a55b576a6f,Dumbbell Goblet Squat,quadriceps,dumbbell,ymove-ff6872ae-e894-4e72-b5f8-59a55b576a6f.png
90ebc159-18ec-461f-8673-1c725faa509e,ecf8bc6c-e7c9-4dcb-949a-e04f6e0c93bb,1 Leg Lateral Broad Jump,quads,bodyweight,ymove-ecf8bc6c-e7c9-4dcb-949a-e04f6e0c93bb.png
9ebf9e74-3013-4bc3-845f-22d113469b46,c2fbe7d4-e9a5-41f8-b8eb-d903948d268b,1 Leg Left Right Hop over Cone,quads,cone,ymove-c2fbe7d4-e9a5-41f8-b8eb-d903948d268b.png
21a9fd77-dea4-43ae-bbe8-51e14d4a1f10,4a816d4c-e7b1-4e18-823f-64d0c4eee38b,4 Square Drill,quads,bodyweight,ymove-4a816d4c-e7b1-4e18-823f-64d0c4eee38b.png
eefd2427-8a45-4fb8-9b0c-ec332146208e,80b6b175-77a8-48ac-9a09-495d114d88ef,Backward lunges,quads,bodyweight,ymove-80b6b175-77a8-48ac-9a09-495d114d88ef.png
08b006cd-2281-4836-bcc5-b168708e7928,fa45710a-ee56-4648-811c-5eeaaeaff098,Band Leg press,quads,band,ymove-fa45710a-ee56-4648-811c-5eeaaeaff098.png
b162b87a-5dd4-4a32-b4b2-f4052a42192a,9a68f965-4e58-4b5b-87d5-c44929dd1f39,Banded squat,quads,band,ymove-9a68f965-4e58-4b5b-87d5-c44929dd1f39.png
a0a04272-c27b-4a7b-9beb-0b6b3d4423e2,65e95132-e6bb-41e8-af7d-0eda931a1693,Barbell Back Squat,quads,barbell,ymove-65e95132-e6bb-41e8-af7d-0eda931a1693.png
a816d266-2101-4653-9174-ac0e79f33bb2,0e5f29cd-ff79-428a-bb1c-1753a9047f32,Barbell Full Squat,quads,barbell,ymove-0e5f29cd-ff79-428a-bb1c-1753a9047f32.png
f426456e-6089-441d-aec0-eedcc2f5e2c8,714b176e-2963-43f0-ae0f-c71643cbe426,Barbell Lunge,quads,barbell,ymove-714b176e-2963-43f0-ae0f-c71643cbe426.png
