external_exercise_id,ymove_title,final_italian_name,selected_source,quality_score,validation_status,rejection_reasons,missing_technical_details,approved_italian_name,researched_italian_name,intelligent_italian_name,translation_status,source_confidence
32baa994-5bfa-4fb6-9ff0-07f682410778,Glute Leg Lift,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Glutei,review_required,
33869887-32ab-4c66-b033-3bef9e5de372,Bodyweight Triceps Extension (with bar),Estensione,intelligent_italian_name,92,VALIDATED,,,,,Estensione,review_required,
339d8f8f-18e3-452a-ae66-f2b098382a84,Preacher Curl Dumbbell,Curl con manubri,generated_rule,92,VALIDATED,,,,,Manubrio Manubrio,generated,
339e91e9-a7a1-4ee1-a97b-6a5ec3f71684,Standing knee thrusts,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Standing knee thrusts,generated,
3433c651-a0f5-40cb-bdd8-3029f3ba15c5,Dumbbell External Rotation,,,20,TECHNICAL_REVIEW,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,,,,Manubrio Manubrio,generated,
34d8d81b-5883-4a90-bc74-4f1ec0cbce91,Preacher Curl EZ-Bar,,,16,TECHNICAL_REVIEW,too_generic_for_detailed_title|lost_technical_details,barbell,,,Curl,review_required,
35b16467-8817-4c28-b84c-a1f47b1734cd,Dumbbell pistol squats,,,20,TECHNICAL_REVIEW,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,,,,Manubrio Manubrio,generated,
36034a77-8bbc-46c9-bf91-1c310704bf3b,Knee raise marches,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Alzata,generated,
3620635f-3fcb-4552-8959-dc6ec09d9ea2,A steps,A-skip / A steps,researched_italian_name,96,VALIDATED,,,,A-skip / A steps,A-skip,review_required,45.0
364dc379-ca4e-4fe2-9d95-684619a8b693,Plank in and outs,,,44,TECHNICAL_REVIEW,missing_main_movement|too_generic_for_detailed_title,,,,Plancia,review_required,
36aec113-771d-4ec9-854f-81f29e00cdd2,Overhead Lunge,,,68,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Affondo,review_required,
371215cb-72ef-4039-8192-472234289504,Pec Deck Fly,,,36,TECHNICAL_REVIEW,missing_main_movement|lost_technical_details,machine,,,Pec deck,review_required,
372da9df-3ee6-450c-ae97-743968d27d71,Concentration Hammer Curl,,,16,TECHNICAL_REVIEW,too_generic_for_detailed_title|lost_technical_details,dumbbell,,,Curl,review_required,
3730e7c4-d50d-4986-88ea-aba97ccf9b8c,Tucked L-sit hold (Hanging),Tucked L-sit hold (Hanging),intelligent_italian_name,96,VALIDATED,,,,,Tucked L-sit hold (Hanging),review_required,
3798bfae-4ad3-404c-969d-0eeb2fcbdd56,Side hurdel jumps to mountain climbers,Mountain climber,generated_rule,96,VALIDATED,,,,,Arrampicata montana,review_required,
37b88680-2d07-424c-b1cb-8c1a3384e8dc,Squat,,,44,RESEARCH_REQUIRED,too_generic_for_detailed_title|copied_english_title,,,,Squat,review_required,
37e6d334-06b4-4068-a9e4-5b806cbec2b6,Half moon (left),,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Half moon (left),review_required,
383d7e55-3ec7-4908-8298-96bc42aeebe9,Dumbbell Arnold Press,Arnold press con manubri,generated_rule,96,VALIDATED,,,,,Manubrio Manubrio,generated,
38530004-f20d-4895-8deb-ab02ebac1edf,Get ups with Jump,,,68,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Salto,review_required,
3882e700-1ad7-4b71-932a-6ee8983e50b2,Pike push ups,,,72,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Push-up,review_required,
38c0d9e4-7f97-4e8f-8d26-650ca542e1c2,Tiger pose (left),,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Tiger pose (left),review_required,
38ef796b-7e3c-4370-9452-72b924837216,Plank Side Arm Reach Dynamic,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,dinamico Plancia,review_required,
3901065d-a926-4d63-9306-0f14eb731d7c,Hammer Curls,,,16,TECHNICAL_REVIEW,too_generic_for_detailed_title|lost_technical_details,dumbbell,,,Curl,review_required,
3941270c-ad35-40bf-9906-e9c6d24ba777,Leg Extension,,,12,RESEARCH_REQUIRED,missing_main_movement|copied_english_title|lost_technical_details,machine,,,Leg extension,review_required,
396dee3e-b0b6-409b-a331-47d3bd121ac8,Pyramid pose (left),,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Pyramid pose (left),review_required,
39a6eaa7-efb4-455f-942f-e53ed5a9b526,Plank jacks,,,44,TECHNICAL_REVIEW,missing_main_movement|too_generic_for_detailed_title,,,,Plancia,review_required,
39e71f53-4d30-4cb0-a6dc-16411d33bff0,Half frog pose (right),,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Half frog pose (right),review_required,
3ad63b44-3e91-44cb-a39d-45aa9d50817c,Side Plank,,,44,TECHNICAL_REVIEW,missing_main_movement|too_generic_for_detailed_title,,,,Plancia,review_required,
3add251e-6e58-4f80-902c-ab32e0b61966,Dips on bench 2,,,16,TECHNICAL_REVIEW,too_generic_for_detailed_title|lost_technical_details,bench,,,Dip,review_required,
3adef0aa-9687-4cd0-acf6-410c9fa4ba76,Cable Crossover (Mid),,,0,TECHNICAL_REVIEW,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement|lost_technical_details,machine,,,Cavo Cavo,generated,
3b3e0a86-56b7-4d15-92ff-11dfaf108147,Elevated push up,,,72,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Push-up,review_required,
3b45e42a-963f-4b79-ae1d-b1b5e8eb9add,Flat Cable Fly,,,60,TECHNICAL_REVIEW,lost_technical_details,flat,,,Cavo Cavo,generated,
3b69631f-65b9-4af3-9c65-5739375e3dfb,Normal grip pull ups (Full range of motion,parziale Tirata,intelligent_italian_name,92,VALIDATED,,,,,parziale Tirata,review_required,
3bb357f4-d722-42e5-9c1f-166f2a2e91f2,neck stretch,,,68,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Allungamento,review_required,
3bbed598-16f4-4683-a751-10cc264b4bd6,Kettlebell swing,,,20,TECHNICAL_REVIEW,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,,,,Kettlebell Kettlebell,review_required,
3bf0aada-8142-418e-8f7b-f506ecc63afb,Star crunch into Half V- ups,Crunch,intelligent_italian_name,92,VALIDATED,,,,,Crunch,review_required,
3cd37329-4822-44d9-ba76-66a845736ffe,Sprinter Butt bridges,,,68,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Ponte,review_required,
3d0e9420-3d5f-4c9d-a002-7ad83f43bbde,Standing Neutral Grip Cable Press,In piedi Cavo presa neutra Spinta,intelligent_italian_name,92,VALIDATED,,,,,In piedi Cavo presa neutra Spinta,generated,
3d8fe08e-93ba-49ac-b5f9-92dbac0d39b2,Cow pose,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Cow pose,review_required,
3e668a4f-2aac-42ae-b8db-58fc179d20d2,Dumbbell Front Raise,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Manubrio Alzata frontale,generated,
3e840d86-0fd5-4ac2-b152-2bcc8ecc67c3,Lying elbow to knee crunch,Da sdraiato Crunch,intelligent_italian_name,92,VALIDATED,,,,,Da sdraiato Crunch,review_required,
3e923378-4af0-4d61-9ce7-263fb0ed3b04,Smith Machine Behind the Back Shrug,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Smith machine,generated,
3e96fcc6-7397-4387-ac5b-92569bd670e5,Seated Machine Chest Press,Chest press alla macchina,generated_rule,92,VALIDATED,,,,,Seduto Machine Machine,generated,
3ed1db96-1767-4ce2-a245-56b4a2967419,Run,,,24,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Run,review_required,
3eeee272-7aae-4e5c-8d9c-415a3bf74352,Side Bend with Dumbbells,,,20,TECHNICAL_REVIEW,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,,,,Manubrio Manubrio,review_required,
3f916ec5-151e-4b3c-bdd2-011621f259fe,Half lord of the fishes pose (left),,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Half lord of the fishes pose (left),review_required,
3f9f3976-7e6c-4d69-8801-1b0b5f723a68,Smith Machine Romanian Deadlift,,,36,TECHNICAL_REVIEW,missing_main_movement|lost_technical_details,romanian,,,Smith machine,generated,
3ffba4ed-c3ae-4727-b5dc-31823f5d3358,Machine Lateral Raise,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Machine laterale Alzata laterale,generated,
4001ef61-57a1-4f18-8c0b-8167e15c6832,Open and close jumping jacks,presa stretta Salto,intelligent_italian_name,92,VALIDATED,,,,,presa stretta Salto,review_required,
4061bcd4-25a4-48ce-abbe-765986eb91e5,Back Extension on Ball,Estensioni lombari su fitball,researched_italian_name,92,VALIDATED,,,,Estensioni lombari su fitball,su palla Estensione,review_required,82.0
40811c61-7369-4803-afc0-fa7b90f90522,Low Cable Rope Curl,,,60,TECHNICAL_REVIEW,lost_technical_details,rope,,,Cavo Cavo,generated,
4088ec8b-252e-4444-86ef-9fa59010e9fd,Russian Twist,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Russian Twist,review_required,
40e40492-ae55-417f-8391-2e6ea6c170d9,One-Arm Side Laterals (R),,,12,RESEARCH_REQUIRED,missing_main_movement|copied_english_title|lost_technical_details,dumbbell,,,One-Arm Side Laterals (R),review_required,
412c612e-1822-4a22-aa3c-2461fd23a211,Low Cable Row,Rematore al cavo,generated_rule,92,VALIDATED,,,,,Cavo Cavo,generated,
4150a3eb-5b70-4d2e-8cab-a27e70b3ef43,Sideplank,,,44,TECHNICAL_REVIEW,missing_main_movement|too_generic_for_detailed_title,,,,Plancia,review_required,
426861d9-64ac-40f6-bf3e-f7ebc05ba6af,Decline Push Up,,,40,TECHNICAL_REVIEW,too_generic_for_detailed_title|lost_technical_details,decline,,,Push-up,generated,
427f98b5-d33e-4447-83cd-5cef54f0eb2f,Smith Machine Squat,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Smith machine,generated,
42a043cf-29ba-4e98-a6fe-d9cbc61f7015,Scapula hold,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Scapula hold,review_required,
42dc0603-91e8-4a1e-8bf0-ef9478718106,Seated leg raises,Seduto Sollevamento gambe,intelligent_italian_name,92,VALIDATED,,,,,Seduto Sollevamento gambe,generated,
42ee935a-8052-4d1b-bde6-d64bb2389e57,Bodyweight Squat,Squat a corpo libero,generated_rule,92,VALIDATED,,,,,Squat,review_required,
430ce933-5f38-44b9-8b43-810da4ec536e,Preacher Hammer Curl Dumbbells,Curl con manubri,generated_rule,92,VALIDATED,,,,,Manubrio Manubrio,review_required,
43549b73-858b-4225-8fe0-e7d3d32c9535,Smith Machine Incline Press,,,36,TECHNICAL_REVIEW,missing_main_movement|lost_technical_details,incline,,,Smith machine,generated,
435a2ddc-bd65-4ca6-a696-eb6a9e812b30,Sumo Deadlift,,,60,TECHNICAL_REVIEW,lost_technical_details,barbell,,,Sumo Stacco da terra,review_required,
43946d04-02aa-4dc8-9a67-3cb759440c22,Calf Raises,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Alzata,review_required,
43c81170-5fc1-46dd-92b0-6a308c22cec1,Bent Over One-Arm Long Bar Row,,,20,TECHNICAL_REVIEW,missing_main_movement|lost_technical_details,barbell|bent over|one arm,,,Remata,generated,
4402c7a1-0845-4da2-882d-4e06fc275b8b,Bench Jump,,,36,TECHNICAL_REVIEW,too_generic_for_detailed_title|lost_technical_details,bench,,,Salto,review_required,
44067253-a8d5-4b0f-9008-02c2e56624b1,Heel touches,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Heel touches,review_required,
440ff6f0-b3c0-42fd-bcfd-8a85a841d410,Supported shoulder stand,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Spalla,review_required,
4426c121-33b6-42c1-aa78-8d295d8fd687,Dumbbell Discus,,,20,TECHNICAL_REVIEW,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,,,,Manubrio Manubrio,generated,
44a83578-5681-4a1a-99c3-f8742857bf66,Dumbbell Lateral Raise,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Manubrio laterale Alzata laterale,generated,
4513eebe-8fee-42e0-9d60-3101601bdc0a,Triangle pose (left),,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Triangle pose (left),review_required,
4581a423-5d2d-4cf1-89a0-fea026ef116d,Dumbbell Fly incline,,,44,TECHNICAL_REVIEW,repeated_or_equipment_only|missing_main_movement,,,,Manubrio inclinato Manubrio,generated,
45c93c0a-c64e-4f27-a694-ab9fb396cd46,DOT Drill,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Drill,review_required,
4668a912-ef55-4b3e-8d9c-53359d6aba29,Close Grip Dumbbell Press,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Manubrio presa stretta Manubrio,generated,
46832c7a-fd0e-49ab-9961-11726b8b9064,Kettlebell Snatch,,,20,TECHNICAL_REVIEW,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,,,,Kettlebell Kettlebell,review_required,
46989ad6-9ec2-40b0-929d-54893160b1af,Hack Squat Wide Stance,,,64,TECHNICAL_REVIEW,lost_technical_details,machine,,,Hack squat,review_required,
46f8865d-24c2-4c81-a886-aa458c5653c5,Chair pose,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Chair pose,review_required,
476cf5d3-e211-4650-84ec-7a3e89c08639,Half split (left),,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Half split (left),review_required,
47ab9d26-7959-46bb-9744-1e48695f5e70,Bear crawl into explosive jumps,Bear crawl con salto esplosivo,researched_italian_name,96,VALIDATED,,,,Bear crawl con salto esplosivo,esplosivo Crawl,review_required,72.0
48700743-f688-42d8-99ed-8c1b223d1f55,Lying Overhead Triceps Extension,,,60,TECHNICAL_REVIEW,lost_technical_details,barbell,,,Da sdraiato Estensione,review_required,
48b2c98e-b82f-49aa-b847-b871a69e1b95,Bench Dips,Dip su panca,researched_italian_name,92,VALIDATED,,,,Dip su panca,Dip,review_required,90.0
49193da5-2b92-4df3-bca6-f0cd59fa9f03,Side to side plank walk into shoulder taps,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Spalla,review_required,
49739b94-19b6-4ec3-aa93-53e7c4824918,Plank on elbows,,,44,TECHNICAL_REVIEW,missing_main_movement|too_generic_for_detailed_title,,,,Plancia,review_required,
497b7319-b2dc-4886-8ced-fdf14a08bb97,Lying Barbell Front Raise,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Da sdraiato Bilanciere Alzata frontale,generated,
49ec0843-8680-48cd-bdf2-e871d435b583,Lying knee tucks,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Lying knee tucks,review_required,
4a608293-5863-4517-b03d-a46398066e32,Incline Cable Fly,,,60,TECHNICAL_REVIEW,lost_technical_details,incline,,,Cavo inclinato Inclinato,generated,
4a816d4c-e7b1-4e18-823f-64d0c4eee38b,4 Square Drill,,,68,TECHNICAL_REVIEW,missing_main_movement,,Esercizio dei quattro quadrati,Drill dei quattro quadrati,Drill,review_required,70.0
4a8661d9-eef7-44c6-896b-9ea08b81ac17,Seated Leg Curl,,,60,TECHNICAL_REVIEW,lost_technical_details,machine,,,Seduto Leg curl,generated,
4aa034b9-f826-4b1b-a259-45144fca1074,Jumping Jack,,,68,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Salto,review_required,
4aa2b90d-e5da-47d6-abd5-4e1932324ed2,Super man crunches,Crunch,intelligent_italian_name,92,VALIDATED,,,,,Crunch,review_required,
4c22f102-513b-4fe4-a271-389c006fbb9f,Explosive knee drive,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Explosive knee drive,review_required,
4c257ac2-d310-40aa-8797-33d138519135,Run in place,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Run in place,review_required,
4c55ca15-3665-4db7-b11d-7d4273263f66,1 Leg Broad Jump,Salto in lungo monopodalico,researched_italian_name,92,VALIDATED,,,,Salto in lungo monopodalico,Salto in lungo,review_required,80.0
4c5c90fd-01a3-45f6-a952-712743be9c81,Decline Close Grip Dumbbell Press,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Manubrio declinato presa stretta Manubrio,generated,
4c799907-a832-42b2-b9b3-bfb75a68c840,Bow pose,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Bow pose,review_required,
4d433881-e521-45e3-a36e-8672953714c0,Cow face pose (right),,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Cow face pose (right),review_required,
4d4779ae-ab3c-4f3b-8c9f-566a23c80437,Back Shuffle,,,68,TECHNICAL_REVIEW,missing_main_movement,,,Shuffle all'indietro,Shuffle,review_required,68.0
4d9ad82c-1799-4340-b973-c269c901d0e5,Glute Kickback,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Glutei,review_required,
4dd34460-26de-41b4-ba9f-66bcf4ed8e63,Mountain Climbers,Mountain climber,generated_rule,96,VALIDATED,,,,,Arrampicata montana,review_required,
4e4377e1-ab91-4015-84ac-27b3274b549f,Barbell Shoulder Press -  Barbell Overhead Press - Barbell Military Press,Lento avanti con bilanciere,researched_italian_name,92,VALIDATED,,,Shoulder Press Con bilanciere  -  Overhead Press Con bilanciere  - Military Press Con bilanciere,Lento avanti con bilanciere,Bilanciere Lento avanti,generated,55.0
4e5467d4-898b-4c22-98d0-5000f9b2c1ed,Wheel pose,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Wheel pose,review_required,
4e6181e0-c20f-4449-91e7-48d1eef1f268,One arm Dumbbell Floor Press alternating,,,36,TECHNICAL_REVIEW,missing_main_movement|lost_technical_details,one arm,,,Manubrio a terra Manubrio,generated,
4eaaeaca-6966-4b55-94a0-4a34520bb5b9,Downward facing dog split (left),,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Downward facing dog split (left),review_required,
4eed07c2-fe85-409d-9f81-a4872e8ffb9e,Lunges (Left),,,68,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Affondo,review_required,
4f5c0add-7a97-4c69-ad76-e2d87c8d1cc1,Kettlebell Press,,,20,TECHNICAL_REVIEW,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,,,,Kettlebell Kettlebell,review_required,
4f5e0bcb-7424-4d6b-b837-5c3eda01c15c,Reverse Snow Angels,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Reverse Snow Angels,review_required,
4f756a6f-51a5-4afe-8cf8-975f3748c4f9,Elbow Plank to Side Plank,,,44,TECHNICAL_REVIEW,missing_main_movement|too_generic_for_detailed_title,,,,Plancia,review_required,
4fcd55ed-a563-4f9f-b43c-4b4ea35e5cc4,One-Arm Kettlebell Snatch from ground,,,36,TECHNICAL_REVIEW,missing_main_movement|lost_technical_details,one arm,,,Kettlebell a terra Kettlebell,review_required,
4fe0ae5d-b04a-437b-be8a-ce6636c08348,Reverse warrior (right),,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Reverse warrior (right),review_required,
5025051b-e58e-42aa-ae78-5a9b11ef129c,Seated Cable Row Neutral Grip,Rematore al cavo,generated_rule,92,VALIDATED,,,,,Seduto Cavo presa neutra Cavo,generated,
5058baec-15c8-4278-afa5-9621bb4e15b5,Alternating Dumbbell Curl,Curl con manubri,generated_rule,92,VALIDATED,,,,,Curl con manubri,review_required,
50aafd34-960f-4967-ae4b-03430a734f10,front raises,,,36,TECHNICAL_REVIEW,missing_main_movement|lost_technical_details,dumbbell,,,Alzata frontale,review_required,
50f6c403-a7eb-4c43-9723-c9c4ee7defc7,Lateral neck stretch (left),laterale Allungamento,intelligent_italian_name,92,VALIDATED,,,,,laterale Allungamento,review_required,
513d039d-e6d0-459e-9ae7-4847a586871b,Cow face pose (left),,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Cow face pose (left),review_required,
516a33ee-e1e1-459d-9417-a313b313e1a6,Side plank pulses,,,44,TECHNICAL_REVIEW,missing_main_movement|too_generic_for_detailed_title,,,,Plancia,review_required,
516ed8ba-873f-441b-a5a6-c52ab7fc048a,Kettlebell Lunge,,,20,TECHNICAL_REVIEW,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,,,,Kettlebell Kettlebell,review_required,
51f8b5e9-3c10-4727-820a-ba77857a46b2,Lunge matrix,,,68,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Affondo,review_required,
52fb4e42-549e-4af2-a83d-f0c6c76f38ae,Armpit Opener,,,68,TECHNICAL_REVIEW,missing_main_movement,,,Apertura ascelle e petto,Armpit Opener,review_required,45.0
53339dca-7ed1-4edf-b88c-1f4b618b4d57,Figure 4 Squats,,,68,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Squat,review_required,
53c6b923-dcdb-44f6-a57f-150dc1d1e547,Warrior I (right),,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Warrior I (right),review_required,
53f37f4b-c486-4ebb-846b-953078455bfe,Bent leg v-sit into punches,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Bent leg v-sit into punches,review_required,
548f86e7-ee60-46ce-a482-c2b1c16e4441,Forward Lunges (Bodyweight),,,68,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Affondo,review_required,
54d04b7e-3a7d-4d04-a0b2-adaab8f8f466,Dumbbell Romanian Deadlift,,,60,TECHNICAL_REVIEW,lost_technical_details,romanian,,,Manubrio Stacco da terra,generated,
54df7bb8-18f9-4b69-8561-f369f06632ee,Goblet Squat with Kettlebell,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Kettlebell goblet Kettlebell,review_required,
554adc08-afea-40c8-bf33-d4276e2d73d9,Preacher Hammer Curl,,,16,TECHNICAL_REVIEW,too_generic_for_detailed_title|lost_technical_details,dumbbell,,,Curl,review_required,
55a30378-1a97-47fd-9f63-0609de03e0b9,Upper back and shoulder stretch (right),,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Spalla,review_required,
55bd4c71-78c6-49bd-aaaa-8c03b7528342,Chameleon push up,,,72,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Push-up,review_required,
55ce943e-c8ad-479b-bd92-10ba1d01889e,Jumping lunges,,,68,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Affondo,review_required,
55df26c1-83f4-439a-89be-22c156a3e118,Reverse Lunge into Knee Drive,Affondi indietro,generated_rule,92,VALIDATED,,,,,Affondo,review_required,
56c25b1f-91f4-4fd1-99b9-89e4da81ecdc,Cable Upright Row,,,60,TECHNICAL_REVIEW,lost_technical_details,machine,,,Cavo Cavo,generated,
579695a3-b21a-4fe5-83fd-1bd47bfd2592,Low lunge (right),,,68,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Affondo,review_required,
57c55853-176e-4bad-aced-1032c63f4652,Dumbbell Lunges,,,20,TECHNICAL_REVIEW,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,,,,Manubrio Manubrio,generated,
57c79553-d2e3-41e9-97d5-3fe8c0d59fe9,Dumbbell Bicep Curl seated incline,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Seduto Manubrio inclinato Manubrio,generated,
58178205-37e9-489c-8322-f40b15d7b992,Half lord of the fishes pose (right),,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Half lord of the fishes pose (right),review_required,
5894b913-11b8-47b6-8f0f-63b8ad0bd469,Leg Press Wide Stance,,,60,TECHNICAL_REVIEW,lost_technical_details,machine,,,presa larga Pressa per gambe,review_required,
58d0fe05-1a66-4b80-a6d8-2dc2f0d73169,Bench Press,,,36,TECHNICAL_REVIEW,consecutive_duplicate_words|lost_technical_details,barbell,,,panca Panca,generated,
592c2408-5da3-4cca-9453-9dc9cfec6d9f,Y-superman crunch,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Superman,review_required,
59887212-af71-41e1-9b3f-afe352ba1979,Bear toe taps,,,48,TECHNICAL_REVIEW,missing_main_movement,,,Bear toe taps,Bear,review_required,45.0
5990deac-a91d-4531-8c2f-a708fc95fd1f,Barbell Hip Thrust,Hip thrust con bilanciere,generated_rule,96,VALIDATED,,,,,Bilanciere Hip thrust,generated,
5a86b7dd-04a3-47fc-b92d-910f61b184c6,EZ Bar Curl,,,16,TECHNICAL_REVIEW,too_generic_for_detailed_title|lost_technical_details,barbell,,,Curl,review_required,
5aea090d-1bca-427b-8960-c01f7a6f0211,Lunges body weight,,,68,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Affondo,review_required,
5b61e155-eda8-4077-854b-bfe331f5fd55,Smith Machine Glute Squat,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Smith machine,generated,
5ba69aaa-7f7a-4564-940e-c6fb7da55c26,Arm swings,,,68,TECHNICAL_REVIEW,missing_main_movement,,,Slanci dinamici delle braccia,Arm swings,review_required,62.0
5bd45b94-2926-4051-b4cb-51a66f46ecf8,Standing EZ Bar Curl,,,60,TECHNICAL_REVIEW,lost_technical_details,barbell,,,In piedi Curl,generated,
5cdc9847-39af-400f-8354-79e1d24828bd,Triangle pose (right),,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Triangle pose (right),review_required,
5ce18079-7df5-48e0-828e-63005b8eb3d1,Close Grip Lat Pulldown to Waist,,,52,TECHNICAL_REVIEW,lost_technical_details,cable|close,,,Lat machine,review_required,
5ce9ef64-7527-4321-997b-1d1bc071f91a,Calf stretch (right),,,68,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Allungamento,review_required,
5d55105e-04cc-4493-a7e8-302a5653e58c,High Knees v1,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,High Knees v1,review_required,
5d6d9ca4-1ace-4dc9-b408-6ced49b753e7,Bear hold,,,48,TECHNICAL_REVIEW,missing_main_movement,,,Bear hold,Bear,review_required,86.0
5e751b08-c767-4a40-8ef7-62d271995c86,Cable Bicep Curl bar,Curl bicipiti al cavo con barra,generated_rule,92,VALIDATED,,,,,Cavo Cavo,generated,
5e98b09d-e4aa-4ddb-aadf-02e18b6c16ac,Lying toe reaches,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Lying toe reaches,review_required,
5efb3847-ecf2-4dba-9bc0-cce91af31eac,Squats to knee(1),,,68,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Squat,review_required,
5f84b3d2-daff-4fc1-bb8c-c9524689af7d,Cuads Belt Squat Machine,,,20,TECHNICAL_REVIEW,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,,,,Machine Machine,generated,
5f8e2c01-66eb-4f23-b3ad-c87c631e257f,Extended side angle pose (right),,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Extended side angle pose (right),review_required,
601cae63-a0d3-4f10-9a7f-114a5eb033e0,Over and under,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Over and under,review_required,
60ec7728-577b-4dea-a5e9-4b8ac16b6038,Dips - Triceps Version,,,48,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Dip,review_required,
60fa33db-7a56-4a6d-88a5-22f98a252ae1,Seated Cable Row Close Neutral Grip,Rematore al cavo,generated_rule,92,VALIDATED,,,,,Seduto Cavo presa neutra presa stretta Cavo,generated,
610855b2-2eb1-440a-9645-9598f0a46766,Hip stretch (left),,,68,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Allungamento,review_required,
