external_exercise_id,ymove_title,final_italian_name,approved_italian_name,researched_italian_name,intelligent_italian_name,translation_status,source_confidence
45c93c0a-c64e-4f27-a694-ab9fb396cd46,DOT Drill,Drill,,,Drill,review_required,
03be228e-9483-470b-ad6c-cdf3d43f7415,Double Box Single Leg Lateral Hop,monopodalico laterale su rialzo Rimbalzo,,,monopodalico laterale su rialzo Rimbalzo,review_required,
e3c47861-bcfa-41cf-a191-3524d8679a1c,Downward dog,Downward dog,,,Downward dog,review_required,
4eaaeaca-6966-4b55-94a0-4a34520bb5b9,Downward facing dog split (left),Downward facing dog split (left),,,Downward facing dog split (left),review_required,
dee6b124-faf4-4d03-a659-e49456892af1,Downward facing dog split (right),Downward facing dog split (right),,,Downward facing dog split (right),review_required,
cfa3229b-10a2-42cd-bdf0-4fa80ce51fd3,Drop dead push up into knee in,Push-up,,,Push-up,review_required,
eda711dc-d4c5-49e6-b323-d8180e41a871,Dumbbel calf raises,Alzata,,,Alzata,review_required,
383d7e55-3ec7-4908-8298-96bc42aeebe9,Dumbbell Arnold Press,Manubrio Manubrio,,,Manubrio Manubrio,generated,
a0395420-b67f-4ddd-965d-30d4a489f489,Dumbbell Bench Press,Manubrio panca Panca,,,Manubrio panca Panca,generated,
9eb19f30-37d0-4aca-9e2d-c90a65f7b07b,Dumbbell Bench Press incline,Manubrio inclinato panca Panca,,,Manubrio inclinato panca Panca,generated,
57c79553-d2e3-41e9-97d5-3fe8c0d59fe9,Dumbbell Bicep Curl seated incline,Seduto Manubrio inclinato Manubrio,,,Seduto Manubrio inclinato Manubrio,generated,
f34b7615-bfcc-4cd4-88f7-d7c68e910fe9,Dumbbell Bicep Curl Standing,In piedi Manubrio Manubrio,,,In piedi Manubrio Manubrio,generated,
a921697a-e1ec-4941-bffd-f99e69b305b4,Dumbbell Concentration Curl,Manubrio Manubrio,,,Manubrio Manubrio,generated,
bbac448a-df15-415e-a391-8b1d400df2bf,Dumbbell deadlift,Manubrio Stacco da terra,,,Manubrio Stacco da terra,generated,
097903be-beaa-4283-9493-19eb90b59762,Dumbbell deltoid fly,Manubrio Manubrio,,,Manubrio Manubrio,generated,
4426c121-33b6-42c1-aa78-8d295d8fd687,Dumbbell Discus,Manubrio Manubrio,,,Manubrio Manubrio,generated,
a46c036e-f0f6-4c03-8216-cc80da58ee3d,Dumbbell Discus (L),Manubrio Manubrio,,,Manubrio Manubrio,generated,
f49f3159-4eed-4d0d-a640-497886c309b0,Dumbbell double snatch,Manubrio Manubrio,,,Manubrio Manubrio,generated,
3433c651-a0f5-40cb-bdd8-3029f3ba15c5,Dumbbell External Rotation,Manubrio Manubrio,,,Manubrio Manubrio,generated,
9696321a-6d49-4d1b-a42d-08fb34bb8323,Dumbbell floor chest press,Manubrio a terra Manubrio,,,Manubrio a terra Manubrio,generated,
97f48a58-e7a9-4179-88e2-f1a16feb68ca,Dumbbell fly,Manubrio Manubrio,,,Manubrio Manubrio,generated,
c60450d9-862c-4dd3-87b1-82f80349964d,Dumbbell fly - v2,Manubrio Manubrio,,,Manubrio Manubrio,generated,
4581a423-5d2d-4cf1-89a0-fea026ef116d,Dumbbell Fly incline,Manubrio inclinato Manubrio,,,Manubrio inclinato Manubrio,generated,
d8a67e85-0c9f-483d-b7fe-be049247ab1c,Dumbbell forward lunge,Manubrio Manubrio,,,Manubrio Manubrio,generated,
3e668a4f-2aac-42ae-b8db-58fc179d20d2,Dumbbell Front Raise,Manubrio Alzata frontale,,,Manubrio Alzata frontale,generated,
beee4955-3dbc-4aa1-be35-d01666713f72,Dumbbell get ups (R),Manubrio Manubrio,,,Manubrio Manubrio,generated,
dadea1de-c228-4e36-99de-db68578de515,Dumbbell glute bridge,Manubrio Manubrio,,,Manubrio Manubrio,generated,
ff6872ae-e894-4e72-b5f8-59a55b576a6f,Dumbbell Goblet Squat,Manubrio goblet Manubrio,,,Manubrio goblet Manubrio,generated,
44a83578-5681-4a1a-99c3-f8742857bf66,Dumbbell Lateral Raise,Manubrio laterale Alzata laterale,,,Manubrio laterale Alzata laterale,generated,
57c55853-176e-4bad-aced-1032c63f4652,Dumbbell Lunges,Manubrio Manubrio,,,Manubrio Manubrio,generated,
f181cc8e-9816-4205-b025-3b23cb30720b,Dumbbell Lying Rear Lateral Raise,Da sdraiato Manubrio laterale Alzata laterale,,,Da sdraiato Manubrio laterale Alzata laterale,generated,
fa0fd12d-1fd4-448f-9e21-ceda7b8f18eb,Dumbbell Lying Rear Lateral Raise - One arm,Da sdraiato Manubrio laterale Alzata laterale,,,Da sdraiato Manubrio laterale Alzata laterale,generated,
af545111-e56a-4731-ba48-2d4ce750bc8e,Dumbbell One-Arm Shoulder Press (L),Manubrio Spalla,,,Manubrio Spalla,generated,
e8aacdde-8fce-438b-878b-3af1a611f2be,Dumbbell One-Arm Shoulder Press (R),Manubrio Spalla,,,Manubrio Spalla,generated,
ac7982bb-1a81-4870-ae78-ce37bb485601,Dumbbell One-Arm Upright Row (L),Manubrio Manubrio,,,Manubrio Manubrio,generated,
bda6ae04-2619-43a7-8261-490d85444eb2,Dumbbell One-Arm Upright Row (R),Manubrio Manubrio,,,Manubrio Manubrio,generated,
0b4d6477-e8d8-4ae1-aff6-d935a77b3fe1,Dumbbell Overhead Tricep Extension,Manubrio Estensione,,,Manubrio Estensione,generated,
35b16467-8817-4c28-b84c-a1f47b1734cd,Dumbbell pistol squats,Manubrio Manubrio,,,Manubrio Manubrio,generated,
b5869e95-3109-43ad-b7b5-34e6dad882f0,Dumbbell plank row,Manubrio Manubrio,,,Manubrio Manubrio,generated,
c90444fe-fd21-40d1-923f-5adba83e35bc,Dumbbell Pullover,Manubrio Manubrio,,,Manubrio Manubrio,generated,
f6d6ac54-751d-416e-8c9d-bc4b675cd505,Dumbbell Pullover,Manubrio Manubrio,,,Manubrio Manubrio,generated,
ad241fc8-3d05-4ce7-a950-45380497cdc0,Dumbbell Pulse Squat,Manubrio Manubrio,,,Manubrio Manubrio,generated,
9690f31a-ed99-446e-88db-2934b832f497,Dumbbell Rear Lunge,Manubrio Manubrio,,,Manubrio Manubrio,generated,
54d04b7e-3a7d-4d04-a0b2-adaab8f8f466,Dumbbell Romanian Deadlift,Manubrio Stacco da terra,,,Manubrio Stacco da terra,generated,
e91bd54f-f605-491d-90e6-16515787389c,Dumbbell Row two arm bent over,Manubrio Manubrio,,,Manubrio Manubrio,generated,
1575dc75-93ab-4c7f-b924-4ed4eda2adc8,Dumbbell Russian Twist,Manubrio Manubrio,,,Manubrio Manubrio,generated,
d4210b5a-f583-4039-8566-ed5a20e46eab,Dumbbell Scaption,Manubrio Manubrio,,,Manubrio Manubrio,generated,
0d0368ee-f03d-4ef9-95db-06a56434ea55,Dumbbell Scissors,Manubrio Manubrio,,,Manubrio Manubrio,generated,
0ff5e9fe-9d15-426a-8c06-fd62a198dc47,Dumbbell shadow box,Manubrio su rialzo Manubrio,,,Manubrio su rialzo Manubrio,generated,
d6c2798d-a077-41b9-9769-d5bd1a57caaa,Dumbbell Shoulder Press,Manubrio Spalla,,,Manubrio Spalla,generated,
0af648a1-1d2e-438b-b687-b522c9eaa8bd,Dumbbell shoulder punches,Manubrio Spalla,,,Manubrio Spalla,generated,
b150868d-c9c5-4f0f-a407-93d7e34b6ddc,Dumbbell Shrug,Manubrio Manubrio,,,Manubrio Manubrio,generated,
71304f37-af11-4c9f-aa53-ef04cbc9bb29,Dumbbell Side Bend,Manubrio Manubrio,,,Manubrio Manubrio,generated,
f66596ba-3a70-406c-8ffa-ed6641a10e19,Dumbbell Side Bend (L),Manubrio Manubrio,,,Manubrio Manubrio,generated,
8dcb1591-348a-4809-9abf-0a1679a7a52a,Dumbbell Side Bend (R),Manubrio Manubrio,,,Manubrio Manubrio,generated,
af494781-9fba-41df-b403-79d04db6deae,Dumbbell Side lunge,Manubrio Manubrio,,,Manubrio Manubrio,generated,
bfce2271-bf6b-4a45-9038-5c9fa1935990,Dumbbell Side lunge (L),Manubrio Manubrio,,,Manubrio Manubrio,generated,
fef72790-359f-4f3f-9fcd-a80fb2c63b5f,Dumbbell Single leg deadlift,Manubrio monopodalico Stacco da terra,,,Manubrio monopodalico Stacco da terra,generated,
14a3a8fe-dc12-4c4b-865b-d5e0514c54d4,Dumbbell Skull Crushers,Manubrio Manubrio,,,Manubrio Manubrio,generated,
0de79ddc-e829-4543-942c-e385cc76ac5e,Dumbbell Squat,Manubrio Manubrio,,,Manubrio Manubrio,generated,
1b4146bc-1c96-4f05-88cf-72a72783122d,Dumbbell Step Ups,Manubrio Manubrio,,,Manubrio Manubrio,generated,
ccd60696-7e2f-4611-b3b9-e5f11ddf4e78,Dumbbell Sumo Squat,Manubrio Sumo Manubrio,,,Manubrio Sumo Manubrio,generated,
c3d00969-0a33-4a3f-b603-938c1014ca9f,Dumbbell Thruster,Manubrio Manubrio,,,Manubrio Manubrio,generated,
f1c43226-fa20-4c2e-af66-0cd680f937df,Dumbbell Tricep Kickback,Manubrio Manubrio,,,Manubrio Manubrio,generated,
01924d84-4c88-4476-b0dc-8fd92616b362,Dumbbell upper cuts,Manubrio Manubrio,,,Manubrio Manubrio,generated,
3175c898-09fe-4d02-82c2-de2a3834fdd4,Dumbbell waiter curls,Manubrio Manubrio,,,Manubrio Manubrio,generated,
6891aa71-6e1f-4ea4-b9ac-f38ea207216a,Dumbbell wrist curls,Manubrio Manubrio,,,Manubrio Manubrio,generated,
9a8e40b3-446f-4362-9df4-461931927889,Dumbbell wrist curls,Manubrio Manubrio,,,Manubrio Manubrio,generated,
1b670f12-2b3b-4046-8fb8-379450db6f52,Dumbell Bench Press,panca Panca,,,panca Panca,generated,
75f26166-ba61-48cf-ba27-0709fbdbb34b,Dumbell Straight Leg Raise,Sollevamento gambe,,,Sollevamento gambe,generated,
4f756a6f-51a5-4afe-8cf8-975f3748c4f9,Elbow Plank to Side Plank,Plancia,,,Plancia,review_required,
f2224eab-4368-4bab-80a3-e0bddbed5a23,Elbow to knee plank,Plancia,,,Plancia,review_required,
b958f3b6-db0c-492a-8895-445af0989161,Elevated Calf Raises,Alzata,,,Alzata,review_required,
3b3e0a86-56b7-4d15-92ff-11dfaf108147,Elevated push up,Push-up,,,Push-up,review_required,
0501fca5-dd00-4948-8874-40cc851daaee,Explosive jump squats,esplosivo Squat,,,esplosivo Squat,review_required,
4c22f102-513b-4fe4-a271-389c006fbb9f,Explosive knee drive,Explosive knee drive,,,Explosive knee drive,review_required,
74658f21-21bb-40f6-bf66-54aa7b499622,Explosive push,Push-up esplosivo,,,Push-up esplosivo,review_required,
67b6f81b-3bca-4b91-8cd8-4c4dd6194d6e,Explosive push ups,Push-up,,,Push-up,review_required,
d9df1e94-1051-407d-9c34-87720d1557a9,Explosive side to side push up,Push-up,,,Push-up,review_required,
022ea5f2-88f3-4d42-b99d-c1026d6bc343,Explosive sprinter lunge (left),esplosivo Affondo,,,esplosivo Affondo,review_required,
d5dff683-d9a5-42ca-b325-47f7275f7def,Explosive sprinter lunge (right),esplosivo Affondo,,,esplosivo Affondo,review_required,
61ef551f-2db3-4ab9-978d-9e5712b873de,Extended side angle pose (left),Extended side angle pose (left),,,Extended side angle pose (left),review_required,
5f8e2c01-66eb-4f23-b3ad-c87c631e257f,Extended side angle pose (right),Extended side angle pose (right),,,Extended side angle pose (right),review_required,
5a86b7dd-04a3-47fc-b92d-910f61b184c6,EZ Bar Curl,Curl,,,Curl,review_required,
b78e6b13-cc46-49d6-a205-f71b65e6090e,EZ Bar Reverse Curl,Curl,,,Curl,review_required,
9ad86735-3149-48fa-add4-705598dc149e,Farmers walk,Camminata,,,Camminata,review_required,
53339dca-7ed1-4edf-b88c-1f4b618b4d57,Figure 4 Squats,Squat,,,Squat,review_required,
f3d25890-dcd5-42b3-8246-a5f596029cc0,Figure Four Stretch (L),Allungamento,,,Allungamento,review_required,
005ba868-d8b1-499f-9a88-b2cf722e6bdf,Figure Four Stretch (R),Allungamento,,,Allungamento,review_required,
05b2ec0e-92d4-4a93-bfed-c371747c072d,Fire Hydrant,Fire Hydrant,,,Fire Hydrant,review_required,
f79d8c98-d6ca-4d46-9704-6d89cf436808,Fire Hydrant Circles,Fire Hydrant Circles,,,Fire Hydrant Circles,review_required,
623b2443-bc73-4c61-986c-412545c33aed,Fire log pose (left),Fire log pose (left),,,Fire log pose (left),review_required,
e0a7528b-5d24-4ddf-9d4c-d61958dc504c,Fire log pose (right),Fire log pose (right),,,Fire log pose (right),review_required,
87820d5e-9377-493c-a924-cc1d4750859b,First Toe Curl with Towel,Curl,,,Curl,review_required,
3b45e42a-963f-4b79-ae1d-b1b5e8eb9add,Flat Cable Fly,Cavo Cavo,,,Cavo Cavo,generated,
704e9540-7bdd-4dbd-bdd3-7341b3563693,Floor Mantis,Floor Mantis,,,Floor Mantis,review_required,
d536723e-7e3f-460d-a6c5-e9993bfbec4c,Floor Press,a terra Spinta,,,a terra Spinta,review_required,
b867d101-cc16-42ff-a057-fe0de4a2d8c6,Flutter kicks,Flutter kicks,,,Flutter kicks,review_required,
b3fdc5d4-1225-4f12-8b42-86fc0617aeb6,Forward and backward lunge,Affondo,,,Affondo,review_required,
18dda540-eca8-40ad-aca4-9e5f80f574d7,Forward Backward Hop over Cone,Schiena,,,Schiena,review_required,
706ac77a-70f7-4532-a3c5-f1ce1bd2f079,Forward lunge with lateral flexion,laterale Affondo,,,laterale Affondo,review_required,
548f86e7-ee60-46ce-a482-c2b1c16e4441,Forward Lunges (Bodyweight),Affondo,,,Affondo,review_required,
0df165d9-3c63-4506-a2f1-6f64544fda5d,Forward to Reverse Bear Crawl,Crawl,,,Crawl,review_required,
f7458e9c-56f8-4604-ba58-636ead67ffe2,Foward Lunges Bodyweight,Affondo,,,Affondo,review_required,
db1a9d2c-5386-41aa-a84f-dad06ac7ea7c,Frog pose,Frog pose,,,Frog pose,review_required,
fefcff8a-f513-48bd-9e6d-0c38de0e4a6b,Frog Stretch,Allungamento,,,Allungamento,review_required,
df37b949-000b-4b09-90a3-482d868ee55a,Froggers,Froggers,,,Froggers,review_required,
e75d29c0-7af3-4e83-a351-6fff23443379,Front Barbell Squat,Bilanciere Bilanciere,,,Bilanciere Bilanciere,generated,
a04b709a-b24b-497b-af41-66544e152b4b,Front Raise,Alzata frontale,,,Alzata frontale,generated,
50aafd34-960f-4967-ae4b-03430a734f10,front raises,Alzata frontale,,,Alzata frontale,review_required,
dc848ac2-ca46-4c70-a8cc-dd2a76e546cf,Front Two-Dumbbell Raise,Manubrio Manubrio,,,Manubrio Manubrio,generated,
fb48eccb-7f51-4de3-97f0-dc5ef75a6cee,Full range push ups,Push-up,,,Push-up,review_required,
928d2978-b0a4-4619-858d-106a5c99e507,Garland pose,Garland pose,,,Garland pose,review_required,
fa3347f7-0e8f-446b-a7f0-fbb0f6b22206,Gate pose (left),Gate pose (left),,,Gate pose (left),review_required,
ad7e4bc7-a8d8-4aa7-978f-e130aeb49e8b,Gate pose (right),Gate pose (right),,,Gate pose (right),review_required,
b2eabe7f-7b04-456e-95b2-7aa3eaa88b9d,Get ups (no jump),Salto,,,Salto,review_required,
38530004-f20d-4895-8deb-ab02ebac1edf,Get ups with Jump,Salto,,,Salto,review_required,
bae56fcf-a610-45e8-a577-238c5ee6567b,Glute bridge,Ponte,,,Ponte,review_required,
a62f7e6f-99b3-49cf-a02e-c5146db97da3,Glute Bridge (Bodyweight),Ponte,,,Ponte,review_required,
4d9ad82c-1799-4340-b973-c269c901d0e5,Glute Kickback,Glutei,,,Glutei,review_required,
bc2f34f4-07e6-4001-9dfe-8724be0d9d7e,Glute Kickback,Glutei,,,Glutei,review_required,
32baa994-5bfa-4fb6-9ff0-07f682410778,Glute Leg Lift,Glutei,,,Glutei,review_required,
ddfa0774-6077-4c9c-a590-1547fa987640,Goal Post Squeeze,Goal Post Squeeze,,,Goal Post Squeeze,review_required,
b1c0e80d-329c-4910-8b23-37daa8ea17da,Goblet squat,goblet Squat,,,goblet Squat,review_required,
54df7bb8-18f9-4b69-8561-f369f06632ee,Goblet Squat with Kettlebell,Kettlebell goblet Kettlebell,,,Kettlebell goblet Kettlebell,review_required,
c38b24ea-e65d-4561-a0ca-8d578fa6bd32,Goddess pose,Goddess pose,,,Goddess pose,review_required,
89fffd4f-96b2-4833-8b3c-817a0aadb507,Good mornings,Good morning,,,Good morning,review_required,
88116de4-0c5d-4985-8905-156fd03d7eb9,Good Mornings with barbell,Bilanciere Good morning,,,Bilanciere Good morning,generated,
24b76364-0eec-4035-b3e0-b7451a94db9f,Hack Squat,Hack squat,,,Hack squat,review_required,
46989ad6-9ec2-40b0-929d-54893160b1af,Hack Squat Wide Stance,Hack squat,,,Hack squat,review_required,
a4bd22f6-d98f-47da-9523-ceb6894b9922,Half boat pose,Half boat pose,,,Half boat pose,review_required,
b126da42-0645-491c-83ae-e058822e074b,Half burpee,Burpee,,,Burpee,review_required,
90f429f5-8d29-4ff7-a993-a904d378803d,Half frog pose (left),Half frog pose (left),,,Half frog pose (left),review_required,
39e71f53-4d30-4cb0-a6dc-16411d33bff0,Half frog pose (right),Half frog pose (right),,,Half frog pose (right),review_required,
3f916ec5-151e-4b3c-bdd2-011621f259fe,Half lord of the fishes pose (left),Half lord of the fishes pose (left),,,Half lord of the fishes pose (left),review_required,
58178205-37e9-489c-8322-f40b15d7b992,Half lord of the fishes pose (right),Half lord of the fishes pose (right),,,Half lord of the fishes pose (right),review_required,
37e6d334-06b4-4068-a9e4-5b806cbec2b6,Half moon (left),Half moon (left),,,Half moon (left),review_required,
0852e58d-42d4-4e7a-b612-a6d79e93e895,Half moon (right),Half moon (right),,,Half moon (right),review_required,
fe06e1be-c429-485f-b36a-5e210ef03bc8,Half Roll Backs,Schiena,,,Schiena,review_required,
476cf5d3-e211-4650-84ec-7a3e89c08639,Half split (left),Half split (left),,,Half split (left),review_required,
b1b1d4cd-c4eb-47cc-a3f8-478eb474999f,Half split (right),Half split (right),,,Half split (right),review_required,
c0386f57-3cd2-42e9-9c19-d2d3dc9aa3cb,Half squat get up ),Squat,,,Squat,review_required,
a07157e6-32c0-4380-ad71-55afc02369ec,Halo with dumbbell (L),Manubrio Manubrio,,,Manubrio Manubrio,generated,
05c60c96-4b0d-4e83-8797-9e3eb9a9cab0,Halo with dumbbell (R),Manubrio Manubrio,,,Manubrio Manubrio,generated,
3901065d-a926-4d63-9306-0f14eb731d7c,Hammer Curls,Curl,,,Curl,review_required,
71ea41d9-e931-46dc-8a6c-731a7ee3e742,Hang clean,Hang clean,,,Hang clean,review_required,
8180c05c-73e5-4de1-bb90-0b5e0d80c4c9,Hang Snatch,Hang Snatch,,,Hang Snatch,review_required,
19a378bd-eec2-4950-b8f2-c4179ef28294,Hanging Leg Raise,Sollevamento gambe,,,Sollevamento gambe,generated,
00cfe51b-59a3-4d61-b712-61ae99c1ca57,Hanging Scapular Pull,Tirata,,,Tirata,review_required,
aefc423a-3e4b-4ca0-89c8-62484e13f3c0,Happy baby pose,Addominale,,,Addominale,review_required,
8f35f8d8-b982-44af-8b71-4254b5be2532,Head Turns Neck stretches,Allungamento,,,Allungamento,review_required,
2608b96f-dbaa-493f-9332-f1bfee45c5d4,Heel Raises toe raises,Alzata,,,Alzata,review_required,
649d45cb-6e06-4b5b-890a-9ea4043ed7d9,Heel to toe walk,Camminata,,,Camminata,review_required,
44067253-a8d5-4b0f-9008-02c2e56624b1,Heel touches,Heel touches,,,Heel touches,review_required,
f7d6b197-e10b-45bf-848b-e4be88299c28,Heel touches - v2,Heel touches - v2,,,Heel touches - v2,review_required,
a16a574a-28bd-4010-bcda-b9f066b381e4,Heels to Butt,Heels to Butt,,,Heels to Butt,review_required,
0087bb08-f325-4401-9b37-66dd93871570,High Cable Curl,Cavo Cavo,,,Cavo Cavo,generated,
ec545ed7-4724-454a-b730-37a425e80080,High Cable Fly,Cavo Cavo,,,Cavo Cavo,generated,
109aec41-eaeb-4963-908a-e53b560789ee,High Cable Row,Cavo Cavo,,,Cavo Cavo,generated,
a9f277ce-cbc2-4223-96e5-baab4a926f92,High Knees,High Knees,,,High Knees,review_required,
5d55105e-04cc-4493-a7e8-302a5653e58c,High Knees v1,High Knees v1,,,High Knees v1,review_required,
8be51cd5-3ed1-489e-9975-5d9141880055,High plank alternating single leg knee tuck,monopodalico Plancia,,,monopodalico Plancia,review_required,
f21fa91d-22fb-4b78-bc6a-50165e5cb8ad,High plank to low plank,Plancia,,,Plancia,review_required,
9d525d35-2c5f-45c9-a88c-56f8526d2177,High plank to side plank,Plancia,,,Plancia,review_required,
0f14071c-279d-4926-b41a-cb4dc900bb1d,High plank toe touches,Plancia,,,Plancia,review_required,
0d3505ae-ce8d-4ad5-b8d0-8c172dd08969,High Row Machine,Machine Machine,,,Machine Machine,generated,
95334bcd-2aa9-4c42-a846-4944c08b9a66,High toe touches,High toe touches,,,High toe touches,review_required,
774856a2-01b1-492b-a955-18d166bde3b4,hip abduction,Anca,,,Anca,review_required,
6426c762-dd1d-4e44-b9c0-89875c81553a,Hip Abduction Machine,Machine Machine,,,Machine Machine,generated,
af606d87-c83f-46cd-b72f-e554708eb94e,Hip Adduction Machine,Machine Machine,,,Machine Machine,generated,
83b448e2-7782-42ff-bcf6-1ce7a7e9a5a4,Hip Circle hops,Rimbalzo,,,Rimbalzo,review_required,
abfd0396-b9b3-41b3-b8ec-88ce2faf0462,Hip flexor stretch,Allungamento,,,Allungamento,review_required,
033964cc-ed58-4fe3-8850-cf78c66a85b9,Hip hinge,Anca,,,Anca,review_required,
610855b2-2eb1-440a-9645-9598f0a46766,Hip stretch (left),Allungamento,,,Allungamento,review_required,
322a5b58-ed0d-4d37-8d09-c48a606484fe,Hip stretch (right),Allungamento,,,Allungamento,review_required,
6378a159-2d36-4fb3-b972-2862f81433e8,Hip Thrust Machine,Machine Hip thrust,,,Machine Hip thrust,generated,
98f659d5-466b-4c23-803c-85cf32f2377c,Hollow Body Hold,A corpo cavo,,,A corpo cavo,review_required,
7829eabb-e6e5-467a-807a-0c5c65ebf49e,Hollow body skullcrushers,A corpo cavo,,,A corpo cavo,review_required,
bc8a31d3-6f32-4f5d-a0c9-9935e76b2071,Horizontal Leg Press,Pressa per gambe,,,Pressa per gambe,review_required,
abd551ed-0fb5-4db7-a9d3-e9a2466da469,How to get out of bed,How to get out of bed,,,How to get out of bed,review_required,
c6e3375f-ad53-425b-9313-72265c9212e2,In and out Shoulder tap push ups,Push-up,,,Push-up,review_required,
0bc5f89b-dec0-483a-b98d-655998f8849d,Inchworm,Inchworm,,,Inchworm,review_required,
e7fa2b6f-4d2b-478a-a1c0-8bca51b04a13,Inchworm to pike push ups,Push-up,,,Push-up,review_required,
21ce1e16-e426-466b-b8cf-9d4b1fce7227,Inchworms to push ups to pike push up,Push-up,,,Push-up,review_required,
ac256206-2279-44dc-ab5e-94d6e7d9e8a6,Incline Barbell Front Raise,Bilanciere inclinato Alzata frontale,,,Bilanciere inclinato Alzata frontale,generated,
25be107f-a9ec-4007-bb9f-c0a5088e19b5,Incline Barbell Press,Bilanciere inclinato Inclinato,,,Bilanciere inclinato Inclinato,generated,
4a608293-5863-4517-b03d-a46398066e32,Incline Cable Fly,Cavo inclinato Inclinato,,,Cavo inclinato Inclinato,generated,
6a3ac67c-fa0f-4ef1-91c7-aa2503d11844,Incline Dumbbell Crossover,Manubrio inclinato Manubrio,,,Manubrio inclinato Manubrio,generated,
d1faa0c0-7eac-4a49-8b40-9b3fa923d091,Incline Dumbbell Curl,Manubrio inclinato Manubrio,,,Manubrio inclinato Manubrio,generated,
a9ab8609-e40c-44e1-9e0f-a86c3794662c,Incline Dumbbell Lateral Raise,Manubrio inclinato laterale Alzata laterale,,,Manubrio inclinato laterale Alzata laterale,generated,
8ef75730-0d30-4063-b6ff-242725cf8c29,Incline Dumbbell Press,Manubrio inclinato Manubrio,,,Manubrio inclinato Manubrio,generated,
094f1299-cd52-4da7-b97f-c159208ed7d1,Incline Dumbbell Rear Delt Raise,Manubrio inclinato Manubrio,,,Manubrio inclinato Manubrio,generated,
e60ce7d6-d899-4620-ac42-faa079614220,Incline Dumbbell Reverse Fly,Manubrio inclinato Manubrio,,,Manubrio inclinato Manubrio,generated,
812f7c37-8718-4fa6-8ad2-9c1080da9873,Incline Dumbbell Row,Manubrio inclinato Manubrio,,,Manubrio inclinato Manubrio,generated,
00a92c05-9865-489d-8495-a8f72af802a6,Incline Machine Press,Machine inclinato Machine,,,Machine inclinato Machine,generated,
da022ba5-3a51-4861-9b25-232529d5de8e,Incline Machine Shoulder Press,Machine inclinato Spalla,,,Machine inclinato Spalla,generated,
95a95a22-308a-4804-af36-7190b48b1ae5,Inclined diamond push up,Push-up,,,Push-up,review_required,
204d2666-432a-400b-bf88-0b47203101ee,Inclined push up,Push-up,,,Push-up,review_required,
0ba53212-9702-4b66-bb9d-d7b9fa12abf2,Inclined wide push up,Push-up,,,Push-up,review_required,
0bc74c4c-d382-46a4-95a8-d6229062aaf1,inverted row,Remata,,,Remata,generated,
18a33c56-c0b1-4f28-bb78-4b4cad53372b,Jacks with high knees,Jacks with high knees,,,Jacks with high knees,review_required,
703cabb7-a8d3-4fe8-a4e0-a5f931c7ddde,Jump get ups,Salto,,,Salto,review_required,
028fd0e4-baf8-4633-9891-20613bdea1e8,Jump knee tucks,Salto,,,Salto,review_required,
921feb95-16c7-4fbc-88e7-472f35ffae2e,Jump squat to backward lunge,Squat,,,Squat,review_required,
8a0a9a9f-ff9b-449f-ba4a-d30bfbc9ca2d,Jump squats,Squat,,,Squat,review_required,
90596c5a-056c-4af1-a992-a6ffaadd8999,Jump Squats - Squat Jumps,Squat,,,Squat,review_required,
4aa034b9-f826-4b1b-a259-45144fca1074,Jumping Jack,Salto,,,Salto,review_required,
8bc22d59-cc73-483b-b12c-515e974f39a6,Jumping jacks,Salto,,,Salto,review_required,
55ce943e-c8ad-479b-bd92-10ba1d01889e,Jumping lunges,Affondo,,,Affondo,review_required,
ba7727ee-e0bb-402c-99fb-c27eadd440f7,Jumping Ropes  skips,Salto,,,Salto,review_required,
cf5916de-b5e4-434c-9cc3-20d729baec1e,Kettlebell Clean,Kettlebell Kettlebell,,,Kettlebell Kettlebell,review_required,
94e15f81-eee6-418c-9c25-6201b6c9f23e,Kettlebell Deadlift,Kettlebell Kettlebell,,,Kettlebell Kettlebell,review_required,
98543b7d-bf77-48b2-b0e1-f17ae61e3fc2,Kettlebell Farmer Carry,Trasporto,,,Trasporto,review_required,
fa5618bb-f1c9-4911-aa11-f971d99b9fc2,Kettlebell Farmer Carry,Trasporto,,,Trasporto,review_required,
d921fc6e-a678-468b-9500-740437cb0265,Kettlebell Figure-8,Kettlebell Kettlebell,,,Kettlebell Kettlebell,review_required,
78f8c25f-32b2-4d60-a331-a756f793a892,Kettlebell Goblet Squat,Kettlebell goblet Kettlebell,,,Kettlebell goblet Kettlebell,review_required,
bc6934d4-fe50-45ff-a40f-9d751f75c4a2,Kettlebell Halo,Kettlebell Kettlebell,,,Kettlebell Kettlebell,review_required,
516ed8ba-873f-441b-a5a6-c52ab7fc048a,Kettlebell Lunge,Kettlebell Kettlebell,,,Kettlebell Kettlebell,review_required,
4f5c0add-7a97-4c69-ad76-e2d87c8d1cc1,Kettlebell Press,Kettlebell Kettlebell,,,Kettlebell Kettlebell,review_required,
2e95c001-ef00-4ecc-85a9-b97841927a29,Kettlebell Row,Kettlebell Kettlebell,,,Kettlebell Kettlebell,generated,
46832c7a-fd0e-49ab-9961-11726b8b9064,Kettlebell Snatch,Kettlebell Kettlebell,,,Kettlebell Kettlebell,review_required,
3bbed598-16f4-4683-a751-10cc264b4bd6,Kettlebell swing,Kettlebell Kettlebell,,,Kettlebell Kettlebell,review_required,
